#OTU ID	XEQYCK1	XEQYCK4	XEQYCK5	XEQYCK6	XEQYCK7	XEQYCK8	XEQYCK9	XEQYNPK1	XEQYNPK2	XEQYNPK4	XEQYNPK6	XEQYNPK7	XEQYNPK8	XEQYNPK9	XEQYNPKM1	XEQYNPKM2	XEQYNPKM3	XEQYNPKM4	XEQYNPKM5	XEQYNPKM6	XEQYNPKM7	XEQYNPKM8	XEQYNPKM9	XEYCCK1	XEYCCK2	XEYCCK3	XEYCCK4	XEYCCK5	XEYCCK6	XEYCCK7	XEYCCK8	XEYCCK9	XEYCNPK1	XEYCNPK2	XEYCNPK3	XEYCNPK4	XEYCNPK5	XEYCNPK6	XEYCNPK7	XEYCNPK8	XEYCNPK9	XEYCNPKM1	XEYCNPKM2	XEYCNPKM3	XEYCNPKM4	XEYCNPKM5	XEYCNPKM6	XEYCNPKM7	XEYCNPKM8	XEYCNPKM9	XEYYCK1	XEYYCK2	XEYYCK4	XEYYCK5	XEYYCK6	XEYYCK7	XEYYCK8	XEYYCK9	XEYYNPK1	XEYYNPK2	XEYYNPK3	XEYYNPK4	XEYYNPK5	XEYYNPK6	XEYYNPK8	XEYYNPK9	XEYYNPKM1	XEYYNPKM2	XEYYNPKM3	XEYYNPKM4	XEYYNPKM5	XEYYNPKM6	XEYYNPKM7	XEYYNPKM8	XEYYNPKM9	XECCCK1	XECCCK2	XECCCK3	XECCNPK1	XECCNPK2	XECCNPK3	XECCNPKM1	XECCNPKM2	XECCNPKM3	XEJX20CK1	XEJX20CK2	XEJX20CK3	XEJX20CK4	XEJX20CK5	XEJX20CK6	XEJX20CK7	XEJX20CK8	XEJX20CK9	XEJX20NPK1	XEJX20NPK2	XEJX20NPK3	XEJX20NPK4	XEJX20NPK5	XEJX20NPK6	XEJX20NPK7	XEJX20NPK8	XEJX20NPK9	XEJX20NPKM1	XEJX20NPKM2	XEJX20NPKM3	XEJX20NPKM4	XEJX20NPKM5	XEJX20NPKM6	XEJX20NPKM7	XEJX20NPKM8	XEJX20NPKM9	XEHL20CK1	XEHL20CK2	XEHL20CK3	XEHL20NPK1	XEHL20NPK2	XEHL20NPK3	XEHL20NPKM1	XEHL20NPKM2	XEHL20NPKM3
OTU_18	1	1	3	5	2	17	3	4	0	22	1	2	2	2	3	2	11	9	31	24	5	7	10	2	1	0	4	5	2	0	5	1	1	7	6	1	13	6	0	0	0	4	2	1	0	1	4	9	0	3	4	2	3	93	1	5	12	17	29	6	1	2	249	1	3	1	10	37	60	4	14	3	101	132	5	1	2	4	3	6	8	0	5	4	0	0	1	1	0	2	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	0	0	0	0
OTU_7781	1	0	0	745	3	17	3	1	2	2	2	2	2	4	0	3	3	8	7	6	3	5	1	1	1	0	1	1	2	0	4	3	5	1	3	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_286	0	0	0	0	0	0	0	0	0	0	59	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	4	3	1	3	2	4	4	0	5	1	2	2	19	5	11	4	5	7	5	4	5	6	2	3	2	2	7	120	8	10	15	940	681	3	11	7	5	3	17	14	6	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1	4	6	6	6	6	5	7	12	5	4	11	2	9	11	9	5	13	18	19	18	10	12	7	8	3	8	14	9	8	8	16	4	5	6	10	11	18	8	3	7	0	7	5	10	6	8	9	8	4	9	2	2	6	7	21	9	8	11	9	8	11	15	12	5	3	0	2	4	8	2	12	10	12	14	14	9	7	6	3	11	19	10	16	16	0	1	4	2	3	7	12	1	11	2	0	0	1	0	2	0	2	1	1	0	1	0	0	0	3	1	1	2	2	3	19	3	6	7	6	2
OTU_139	0	0	1	1	1	1	2	2	0	103	0	1	5	0	15	2	1	12	1	5	4	389	2	1	0	1	0	0	2	0	0	1	1	0	4	0	2	1	0	0	0	2	0	3	0	121	1	0	0	2	0	0	0	1	1	2	1	1	2	1	0	1	2	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	4	2	3	0	3	4	3	5	3	6	0	0	0	4	1	0	1	2	2	1	0	0	741	1	0	2	3	3	2	8	0	7	1
OTU_1199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	9	4	2	4	6	2	5	2	1	2	2	1	4	1	3	2	0	0	1	1	3	414	0	5	2	1	4	7	7	7	4	12
OTU_48	2	1	8	15	3	1	4	8	7	4	9	1	3	8	10	3	5	7	16	17	1	9	4	5	2	4	6	3	3	3	8	0	2	6	9	9	8	4	2	2	3	4	3	3	2	2	4	6	3	4	1	5	3	6	4	7	4	6	7	2	5	3	4	3	3	2	3	2	9	2	7	2	5	3	12	4	1	1	6	6	7	6	12	2	0	0	0	0	1	6	6	4	3	3	0	0	0	1	1	0	0	2	0	0	0	0	1	0	0	2	1	0	0	1	5	2	2	1	2	5
OTU_7	3	3	5	11	4	11	5	3	9	9	11	8	5	4	8	8	7	21	19	15	5	18	11	6	7	4	5	7	6	8	8	2	5	4	15	8	10	5	0	2	1	0	0	0	0	4	0	1	0	2	0	2	1	2	0	0	1	3	1	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	3	2	1	1	0	1	3	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11839	0	1	0	1	0	2	1	2	2	0	2	0	0	0	0	0	0	0	3	3	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	4	1	1	0	0	0	0	0	1	1	0	4	2	1	4	3	1	6	2	0	3	3	5	3	0	5	6	4	3	1	6	0	4	7	6	4	5	11	70	9	28	141	11	15	26	12	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	1	41	1	0	3	1	1	1	2	0	0
OTU_10	4	5	2	4	4	5	3	3	4	0	6	3	2	5	8	3	0	17	8	11	2	6	6	4	2	2	8	3	3	4	2	7	4	6	8	5	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	2	1	3	1	6	11	11	15	19	6	5	5	2	3	5	2	5	2	2	0	4	3	4	9	2	5	5	10	12	9	11	19	3	14	17	8
OTU_13	1	0	5	3	0	4	0	4	8	50	15	1	3	3	2	4	3	12	15	15	6	6	29	3	2	3	3	4	1	2	1	1	1	3	5	3	9	2	0	0	0	3	0	0	0	15	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	1	0	1	1	2	3	4	5	6	4	3	1	0	2	2	1	1	1	2	1	0	0	0	0	2	3	0	0	4	3	5	11	5	6	10	2	7
OTU_14	4	4	2	3	13	4	8	9	3	3	5	5	3	11	7	5	5	20	27	28	12	15	9	7	4	7	7	7	9	7	7	7	5	5	8	11	7	8	0	0	0	3	0	0	0	2	0	1	0	0	0	1	0	2	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	2	1	0	1	0	0	1	0	0	3	0	3	2	2	4	2	0	3	0	1	0	1	1	4	1	0	1	0	0	2	0	0	0	0	1	3	4	3	1	2	6	6	3
OTU_11889	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	2	2	0	71	0	0	0	46	0	9	0	12	1	0	2	1	0	1	1	3	1	1	1	5	2	0	1	2	1	1	0	0	2	0	0	0	1	4	0	1	1	2	8	1	7	1	0	0	0	1	38	31	27	33	66	2	27	0	0	0	1	0	2	0	2	0	0	0	0	0	0	1	0	1	0	1	3	2	5	0	1	2
OTU_20	1	3	8	5	14	11	7	8	9	5	11	4	6	9	5	7	5	20	12	14	11	13	20	10	5	13	9	9	7	8	6	9	6	10	12	8	14	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10588	0	0	0	1	1	0	1	0	3	77	0	1	0	4	1	0	1	2	1	2	10	1	0	2	1	0	1	0	1	1	0	0	0	0	2	0	22	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	3	2	1	6	1	1	1	0	1	0	0	0	14	1	1	0	2	0	1	1	1	1	59	6	0	1	4	1	2	2	6	2
OTU_12319	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	30	1	0	0	20	0	8	0	4	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	2	0	0	1	0	0	1	1	1	0	1	0	1	0	0	1	63	38	37	44	104	6	27	1	0	1	0	0	2	0	2	1	0	0	0	0	0	0	3	4	2	1	4	2	4	4	2	0
OTU_16	2	2	1	6	6	4	7	6	11	6	4	3	11	7	6	3	7	10	11	10	17	14	8	10	10	10	6	9	11	4	3	7	9	7	14	5	11	6	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3	3	0	1	1	0	1
OTU_9437	0	0	0	0	0	142	0	2	0	0	0	0	0	1	0	1	0	0	25	1	2	2	0	1	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	1	2	1	1
OTU_8155	2	2	0	2	2	1	0	2	1	0	1	3	4	0	2	3	0	2	4	0	4	10	9	3	0	3	2	2	2	5	2	0	2	3	3	4	2	4	1	4	1	3	4	3	14	1	6	3	3	3	3	4	1	2	4	1	11	4	2	2	9	6	3	3	2	6	6	2	2	7	15	4	4	5	4	5	8	6	1	1	4	6	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6375	72	68	0	0	1	2	1	0	0	0	1	0	1	1	1	0	1	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	9	0	0	1	0	0	14	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_28	0	5	2	6	5	6	4	6	5	3	1	3	4	5	5	6	6	8	16	17	7	9	3	6	2	1	7	5	9	4	6	2	2	10	9	10	7	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	1	1	1	2	1	0
OTU_9951	0	3	3	4	0	1	3	3	2	0	12	4	3	9	4	9	3	8	7	1	1	1	10	0	0	3	6	3	1	8	3	1	1	2	2	6	8	4	2	1	0	0	1	5	0	2	1	0	0	0	0	2	0	2	3	5	0	5	3	3	6	13	1	2	1	5	2	3	2	0	0	5	1	4	5	1	1	1	0	3	0	1	1	2	2	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	4	2	1	0	0	2	15	1
OTU_9	0	1	1	1	1	0	0	0	0	0	3	0	0	1	0	0	32	1	1	1	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	11	0	0	0	0	0	1	0	1	0	2	1	0	0	0	1	1	5	1	0	0	0	11	22	0	0	0	0	0	0	21	0	1	1	2	0	4	1	0	2	1	0
OTU_45	0	1	0	1	2	3	2	99	3	0	1	0	1	0	2	1	3	3	100	5	2	3	0	0	0	2	3	1	4	2	0	0	0	4	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	1	1	10
OTU_9006	2	2	0	1	6	6	3	4	2	4	1	2	1	4	3	1	2	9	8	5	5	4	2	1	2	2	4	5	2	2	1	3	1	3	4	4	7	1	0	1	0	2	1	0	0	0	0	1	1	0	0	1	1	3	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	1	1	4	3	3	0	0	4	2	0	3	0	0	0	0	0	0	1	4	1	1	2	1	2	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	3	0	3	1	1	2
OTU_10916	1	0	0	0	1	0	0	1	0	0	0	1	1	1	0	1	1	1	261	1	1	0	2	0	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_31	3	0	1	0	0	4	0	5	1	1	1	2	0	1	0	0	1	5	28	3	3	2	8	2	3	3	0	2	1	2	2	0	1	4	1	3	4	1	0	1	1	3	1	0	1	20	1	1	1	1	1	0	0	4	0	1	0	0	1	1	1	1	0	0	2	0	1	0	1	1	0	0	0	2	0	0	0	0	0	1	1	0	1	2	0	0	0	0	3	0	2	1	3	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	2	0	3	0	1	1	1	1	2
OTU_26	0	0	1	0	0	0	0	0	1	0	2	1	1	1	0	0	0	1	0	2	1	2	0	0	0	0	2	1	1	2	2	0	0	0	5	0	6	0	0	0	1	3	0	11	0	0	0	1	0	1	0	0	1	0	1	0	0	14	1	0	1	0	3	0	2	0	0	0	2	0	1	0	0	0	1	1	0	1	1	2	1	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_385	1	2	0	0	1	0	0	3	8	0	0	0	0	1	0	0	0	0	2	7	4	0	0	0	0	1	0	1	0	0	1	0	0	19	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	4	0	5	38	2	1	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	3	17	0	0	0	0	7	0	1	0	0	1	0	0	1	0	0	0
OTU_11363	1	0	1	2	1	1	1	0	0	0	0	3	3	1	5	1	2	2	6	0	1	2	1	5	0	1	4	2	4	1	0	0	0	1	4	0	2	2	2	0	2	0	0	1	1	3	2	3	0	1	0	1	4	2	3	2	1	1	5	1	7	11	1	1	2	1	3	2	0	5	4	2	4	1	2	2	5	5	2	1	1	1	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4223	4	3	6	1	1	3	0	0	1	2	3	0	1	4	2	4	1	8	6	3	5	2	5	5	1	4	4	0	3	2	2	0	3	6	8	4	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	2	1	0	6
OTU_12309	1	4	0	4	0	3	1	2	0	0	1	1	3	2	2	2	3	7	7	1	1	2	1	0	1	2	2	2	2	2	1	2	1	3	1	3	5	3	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	2	1	2	0	1	0	1	0	0	1	1	0	0	0	1	0	2	0	0	0	2	0	2	1	3	1	1	3	3	2	0	1	3	1	2	1	1	2	5	0	2	1	0	0	0	0	1	0	1	1	0	1	1	2	0	3	2	2	2	1	1	3	3	4
OTU_5226	1	0	0	0	0	2	1	0	0	0	0	1	1	0	0	1	1	0	0	4	2	0	0	1	0	0	0	0	2	1	0	1	1	5	1	1	11	3	0	0	0	0	4	0	0	0	2	0	0	0	0	0	2	1	2	0	0	0	2	2	1	0	1	1	2	0	1	2	3	0	2	1	2	3	2	1	1	2	0	0	2	1	27	127	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	18	0	25	3	0	1
OTU_7904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2	2	0	2	1	0	3	0	0	3	0	0	0	0	0	0	0	0	152	0	2	0	2	0	0	1	3	2	2
OTU_119	1	0	0	0	2	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	5	0	25	0	0	1	0	7	8	0	2	2	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	19	0	0	0	1	5	0	0	8	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
OTU_2454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	4	1	0	1	0	0	0	122	0	0	0	0	0	0	1	3	1	0
OTU_12398	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	1	0	0	0	1	0	0	1	0	0	4	0	1	0	5	5	2	0	0	5	0	2	1	2	0	0	1	3	1	2	3	1	0	2	0	1	0	0	2	2	1	0	12	0	0	0	1	1	0	0	0	0	4	2	0	0	3	7	6	2	2	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	1	7	0	0	0	0
OTU_11849	1	0	0	0	0	0	0	13	1	0	100	1	6	0	0	0	0	1	0	3	0	0	9	0	0	3	0	0	1	0	2	0	0	1	1	0	2	0	0	0	0	1	0	1	1	6	0	0	0	1	0	1	4	0	0	0	1	0	0	0	0	0	2	0	0	0	3	0	4	0	4	1	3	3	12	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	2	0	1	0	0	0	0	0	0	1	1	0	0	0	0	94	1	0	0	4	3	2	1	1	3	1
OTU_167	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	1	0	0	0	5	0	0	0	0	0	1	0	0	102	1	1	0	0	0	0	0	0	0	0
OTU_141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	47	0	0	0	5	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	2	0	0	0	0	1	0	5	5	2	1	1	0	0	0	1	0	1	10	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	2	1	0	21
OTU_954	0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	91	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	9	0	0	0	0	0	1	0	1	0	2	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_754	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	54	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8173	16	17	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	3	0	48	13	4	2	1	2	0	1	0	10	0	0	1	1	1	1	0	1	1	0	0	0	1	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_78	0	0	1	1	1	1	1	0	0	0	1	0	0	2	3	1	1	3	7	3	0	1	2	0	0	1	2	1	1	1	0	3	0	2	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	2	4	1	5	1	2	0	0	1	3	1	1	1	0	0	1	2	1	0	0	0	1	1	4	2	1	7	0	6	4	2	6
OTU_50	0	0	0	2	1	3	0	0	3	1	0	3	1	2	1	0	0	4	0	2	2	2	4	3	2	2	2	2	1	1	4	0	1	3	4	2	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	4
OTU_13029	2	0	0	4	0	3	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	1	1	2	0	0	2	1	1	3	2	3	3	1	13	2	1	1	0	2	1	2	0	2	0	1	4	1	4	2	1	4	2	2	6	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_2249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	2	0	1	0	0	0	0	0	2	0	42	0	0	0	0	0	0	12	0	1	0	0	2	0	0	1	1	2
OTU_1481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	1	0	0	0	0	0	0	0
OTU_295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
