	ed1	ed2	comm_sim	dist.eda	Compartment
1	BCCCK1	BQYCK1	0.295181818181818	2.33248878574796	BS
2	BCCCK1	BQYCK2	0.315636363636364	2.19615355991803	BS
3	BCCCK1	BQYCK3	0.298863636363636	2.50249542582044	BS
4	BCCCK1	BQYCK4	0.308909090909091	2.31591795659259	BS
5	BCCCK1	BQYCK5	0.306772727272727	2.37966962634063	BS
6	BCCCK1	BQYCK6	0.322090909090909	2.5823981954588	BS
7	BCCCK1	BQYCK7	0.282590909090909	2.57117148461083	BS
8	BCCCK1	BQYCK8	0.423681818181818	2.44238412985031	BS
9	BCCCK1	BQYCK9	0.315727272727273	3.84164440291472	BS
10	BCCCK1	BQYNPK1	0.159954545454545	2.24567544173695	BS
11	BCCCK1	BQYNPK2	0.136818181818182	2.3736495369645	BS
12	BCCCK1	BQYNPK3	0.147	2.38077851707758	BS
13	BCCCK1	BQYNPK4	0.115545454545455	3.14772812803273	BS
14	BCCCK1	BQYNPK5	0.129454545454545	2.90858757369401	BS
15	BCCCK1	BQYNPK6	0.1235	2.67406409808586	BS
16	BCCCK1	BQYNPK7	0.123863636363636	2.74158641564526	BS
17	BCCCK1	BQYNPK8	0.153545454545455	2.70743325708032	BS
18	BCCCK1	BQYNPK9	0.152636363636364	2.56403298552854	BS
19	BCCCK1	BQYNPKM1	0.416227272727273	4.94782274688826	BS
20	BCCCK1	BQYNPKM2	0.419681818181818	4.34415493048019	BS
21	BCCCK1	BQYNPKM3	0.428409090909091	5.68357625657173	BS
22	BCCCK1	BQYNPKM4	0.420818181818182	5.57471464097299	BS
23	BCCCK1	BQYNPKM5	0.373863636363636	4.1997448839584	BS
24	BCCCK1	BQYNPKM6	0.410045454545454	5.11155437887746	BS
25	BCCCK1	BQYNPKM7	0.430545454545455	4.66726708514905	BS
26	BCCCK1	BQYNPKM8	0.430318181818182	5.48604717185525	BS
27	BCCCK1	BQYNPKM9	0.411136363636364	4.75579775861142	BS
28	BCCCK1	BYCCK1	0.409590909090909	3.04223721431698	BS
29	BCCCK1	BYCCK2	0.388181818181818	3.13365605877388	BS
30	BCCCK1	BYCCK3	0.377227272727273	3.27432829633679	BS
31	BCCCK1	BYCCK4	0.387318181818182	3.31746214079939	BS
32	BCCCK1	BYCCK5	0.385590909090909	3.18468627981092	BS
33	BCCCK1	BYCCK6	0.411	3.13926289357263	BS
34	BCCCK1	BYCCK7	0.426727272727273	2.86311391427345	BS
35	BCCCK1	BYCCK8	0.435954545454545	3.00905658703732	BS
36	BCCCK1	BYCCK9	0.434090909090909	3.25096471396456	BS
37	BCCCK1	BYCNPK1	0.403863636363636	2.63180729821387	BS
38	BCCCK1	BYCNPK2	0.412863636363636	2.92905836800535	BS
39	BCCCK1	BYCNPK3	0.379318181818182	2.89708612164083	BS
40	BCCCK1	BYCNPK4	0.414681818181818	3.43192765261326	BS
41	BCCCK1	BYCNPK5	0.420727272727273	3.01413811273502	BS
42	BCCCK1	BYCNPK6	0.404590909090909	2.93067941810821	BS
43	BCCCK1	BYCNPK7	0.422227272727273	2.92021751206753	BS
44	BCCCK1	BYCNPK8	0.421636363636364	2.83572936000855	BS
45	BCCCK1	BYCNPK9	0.423454545454545	2.88839842755138	BS
46	BCCCK1	BYCNPKM1	0.398954545454545	2.60592223864384	BS
47	BCCCK1	BYCNPKM2	0.388181818181818	2.82309880189823	BS
48	BCCCK1	BYCNPKM3	0.381181818181818	3.03360369236995	BS
49	BCCCK1	BYCNPKM4	0.413136363636364	2.50396198490431	BS
50	BCCCK1	BYCNPKM5	0.403909090909091	2.55647222053352	BS
51	BCCCK1	BYCNPKM6	0.407363636363636	3.04648619320846	BS
52	BCCCK1	BYCNPKM7	0.391090909090909	4.06819478057474	BS
53	BCCCK1	BYCNPKM8	0.406136363636364	3.40578242637628	BS
54	BCCCK1	BYCNPKM9	0.393636363636364	2.50505531563719	BS
55	BCCCK1	BYYCK1	0.420272727272727	2.87970471943848	BS
56	BCCCK1	BYYCK2	0.444818181818182	3.05646150479023	BS
57	BCCCK1	BYYCK3	0.417863636363636	3.12381412755354	BS
58	BCCCK1	BYYCK4	0.412909090909091	3.46215106724169	BS
59	BCCCK1	BYYCK5	0.438090909090909	3.29175680349503	BS
60	BCCCK1	BYYCK6	0.4	3.1394161611634	BS
61	BCCCK1	BYYCK7	0.433818181818182	2.89587890646987	BS
62	BCCCK1	BYYCK8	0.442909090909091	3.11255445792234	BS
63	BCCCK1	BYYCK9	0.436909090909091	3.33554372551712	BS
64	BCCCK1	BYYNPK1	0.435818181818182	3.21798537502133	BS
65	BCCCK1	BYYNPK2	0.418318181818182	4.44873910339859	BS
66	BCCCK1	BYYNPK3	0.439	3.21015486001024	BS
67	BCCCK1	BYYNPK4	0.421818181818182	3.54688702184225	BS
68	BCCCK1	BYYNPK5	0.411227272727273	4.16921155194528	BS
69	BCCCK1	BYYNPK6	0.419954545454545	4.72330238771011	BS
70	BCCCK1	BYYNPK7	0.406863636363636	3.92492786492796	BS
71	BCCCK1	BYYNPK8	0.445227272727273	3.74726599026906	BS
72	BCCCK1	BYYNPK9	0.433272727272727	3.67947092149363	BS
73	BCCCK1	BYYNPKM1	0.401363636363636	3.21168855778284	BS
74	BCCCK1	BYYNPKM2	0.437590909090909	3.11090259963951	BS
75	BCCCK1	BYYNPKM3	0.429181818181818	3.19968320604572	BS
76	BCCCK1	BYYNPKM4	0.425818181818182	3.17751794898229	BS
77	BCCCK1	BYYNPKM5	0.430409090909091	3.83595194401727	BS
