	site1	site2	comm_sim	site_dis	compartment
1	BCCCK1	BQYCK1	0.295181818181818	2254915.66494674	BS
2	BCCCK1	BQYCK2	0.315636363636364	2254915.66494674	BS
3	BCCCK1	BQYCK3	0.298863636363636	2254915.66494674	BS
4	BCCCK1	BQYCK4	0.308909090909091	2254915.66494674	BS
5	BCCCK1	BQYCK5	0.306772727272727	2254915.66494674	BS
6	BCCCK1	BQYCK6	0.322090909090909	2254915.66494674	BS
7	BCCCK1	BQYCK7	0.282590909090909	2254915.66494674	BS
8	BCCCK1	BQYCK8	0.423681818181818	2254915.66494674	BS
9	BCCCK1	BQYCK9	0.315727272727273	2254915.66494674	BS
10	BCCCK1	BQYNPK1	0.159954545454545	2254915.66494674	BS
11	BCCCK1	BQYNPK2	0.136818181818182	2254915.66494674	BS
12	BCCCK1	BQYNPK3	0.147	2254915.66494674	BS
13	BCCCK1	BQYNPK4	0.115545454545455	2254915.66494674	BS
14	BCCCK1	BQYNPK5	0.129454545454545	2254915.66494674	BS
15	BCCCK1	BQYNPK6	0.1235	2254915.66494674	BS
16	BCCCK1	BQYNPK7	0.123863636363636	2254915.66494674	BS
17	BCCCK1	BQYNPK8	0.153545454545455	2254915.66494674	BS
18	BCCCK1	BQYNPK9	0.152636363636364	2254915.66494674	BS
19	BCCCK1	BQYNPKM1	0.416227272727273	2254915.66494674	BS
20	BCCCK1	BQYNPKM2	0.419681818181818	2254915.66494674	BS
21	BCCCK1	BQYNPKM3	0.428409090909091	2254915.66494674	BS
22	BCCCK1	BQYNPKM4	0.420818181818182	2254915.66494674	BS
23	BCCCK1	BQYNPKM5	0.373863636363636	2254915.66494674	BS
24	BCCCK1	BQYNPKM6	0.410045454545454	2254915.66494674	BS
25	BCCCK1	BQYNPKM7	0.430545454545455	2254915.66494674	BS
26	BCCCK1	BQYNPKM8	0.430318181818182	2254915.66494674	BS
27	BCCCK1	BQYNPKM9	0.411136363636364	2254915.66494674	BS
28	BCCCK1	BYCCK1	0.409590909090909	1078859.66222909	BS
29	BCCCK1	BYCCK2	0.388181818181818	1078859.66222909	BS
30	BCCCK1	BYCCK3	0.377227272727273	1078859.66222909	BS
31	BCCCK1	BYCCK4	0.387318181818182	1078859.66222909	BS
32	BCCCK1	BYCCK5	0.385590909090909	1078859.66222909	BS
33	BCCCK1	BYCCK6	0.411	1078859.66222909	BS
34	BCCCK1	BYCCK7	0.426727272727273	1078859.66222909	BS
35	BCCCK1	BYCCK8	0.435954545454545	1078859.66222909	BS
36	BCCCK1	BYCCK9	0.434090909090909	1078859.66222909	BS
37	BCCCK1	BYCNPK1	0.403863636363636	1078859.66222909	BS
38	BCCCK1	BYCNPK2	0.412863636363636	1078859.66222909	BS
39	BCCCK1	BYCNPK3	0.379318181818182	1078859.66222909	BS
40	BCCCK1	BYCNPK4	0.414681818181818	1078859.66222909	BS
41	BCCCK1	BYCNPK5	0.420727272727273	1078859.66222909	BS
42	BCCCK1	BYCNPK6	0.404590909090909	1078859.66222909	BS
43	BCCCK1	BYCNPK7	0.422227272727273	1078859.66222909	BS
44	BCCCK1	BYCNPK8	0.421636363636364	1078859.66222909	BS
45	BCCCK1	BYCNPK9	0.423454545454545	1078859.66222909	BS
