SampleID	Longitude	Latitude	SiteTre
LEQYCK1	111.8666667	26.75	LE
LEQYCK2	111.8666667	26.75	LE
LEQYCK3	111.8666667	26.75	LE
LEQYCK4	111.8666667	26.75	LE
LEQYCK6	111.8666667	26.75	LE
LEQYCK7	111.8666667	26.75	LE
LEQYCK8	111.8666667	26.75	LE
LEQYNPK1	111.8666667	26.75	LE
LEQYNPK2	111.8666667	26.75	LE
LEQYNPK3	111.8666667	26.75	LE
LEQYNPK4	111.8666667	26.75	LE
LEQYNPK5	111.8666667	26.75	LE
LEQYNPK6	111.8666667	26.75	LE
LEQYNPK7	111.8666667	26.75	LE
LEQYNPK8	111.8666667	26.75	LE
LEQYNPKM1	111.8666667	26.75	LE
LEQYNPKM2	111.8666667	26.75	LE
LEQYNPKM3	111.8666667	26.75	LE
LEQYNPKM4	111.8666667	26.75	LE
LEQYNPKM5	111.8666667	26.75	LE
LEQYNPKM6	111.8666667	26.75	LE
LEQYNPKM7	111.8666667	26.75	LE
LEQYNPKM8	111.8666667	26.75	LE
LEQYNPKM9	111.8666667	26.75	LE
LEYCCK1	116.5666667	36.81666667	LE
LEYCCK2	116.5666667	36.81666667	LE
LEYCCK3	116.5666667	36.81666667	LE
LEYCCK4	116.5666667	36.81666667	LE
LEYCCK5	116.5666667	36.81666667	LE
LEYCCK6	116.5666667	36.81666667	LE
LEYCCK7	116.5666667	36.81666667	LE
LEYCCK8	116.5666667	36.81666667	LE
LEYCCK9	116.5666667	36.81666667	LE
LEYCNPK1	116.5666667	36.81666667	LE
LEYCNPK2	116.5666667	36.81666667	LE
LEYCNPK3	116.5666667	36.81666667	LE
LEYCNPK4	116.5666667	36.81666667	LE
LEYCNPK5	116.5666667	36.81666667	LE
LEYCNPK6	116.5666667	36.81666667	LE
LEYCNPK7	116.5666667	36.81666667	LE
LEYCNPK8	116.5666667	36.81666667	LE
LEYCNPK9	116.5666667	36.81666667	LE
LEYCNPKM1	116.5666667	36.81666667	LE
LEYCNPKM2	116.5666667	36.81666667	LE
LEYCNPKM3	116.5666667	36.81666667	LE
LEYCNPKM4	116.5666667	36.81666667	LE
LEYCNPKM5	116.5666667	36.81666667	LE
LEYCNPKM6	116.5666667	36.81666667	LE
LEYCNPKM7	116.5666667	36.81666667	LE
LEYCNPKM8	116.5666667	36.81666667	LE
LEYCNPKM9	116.5666667	36.81666667	LE
LEYYCK1	113.6833333	35	LE
LEYYCK2	113.6833333	35	LE
LEYYCK3	113.6833333	35	LE
LEYYCK4	113.6833333	35	LE
LEYYCK5	113.6833333	35	LE
LEYYCK6	113.6833333	35	LE
LEYYCK7	113.6833333	35	LE
LEYYCK8	113.6833333	35	LE
LEYYCK9	113.6833333	35	LE
LEYYNPK1	113.6833333	35	LE
LEYYNPK2	113.6833333	35	LE
LEYYNPK3	113.6833333	35	LE
LEYYNPK4	113.6833333	35	LE
LEYYNPK5	113.6833333	35	LE
LEYYNPK6	113.6833333	35	LE
LEYYNPK7	113.6833333	35	LE
LEYYNPK8	113.6833333	35	LE
LEYYNPK9	113.6833333	35	LE
LEYYNPKM1	113.6833333	35	LE
LEYYNPKM2	113.6833333	35	LE
LEYYNPKM3	113.6833333	35	LE
LEYYNPKM4	113.6833333	35	LE
LEYYNPKM5	113.6833333	35	LE
LEYYNPKM6	113.6833333	35	LE
LEYYNPKM7	113.6833333	35	LE
LEYYNPKM8	113.6833333	35	LE
LEYYNPKM9	113.6833333	35	LE
LECCCK1	125.4	43.8	LE
LECCCK2	125.4	43.8	LE
LECCCK3	125.4	43.8	LE
LECCCK4	125.4	43.8	LE
LECCCK5	125.4	43.8	LE
LECCCK6	125.4	43.8	LE
LECCCK7	125.4	43.8	LE
LECCCK8	125.4	43.8	LE
LECCCK9	125.4	43.8	LE
LECCNPK1	125.4	43.8	LE
LECCNPK2	125.4	43.8	LE
LECCNPK3	125.4	43.8	LE
LECCNPK4	125.4	43.8	LE
LECCNPK5	125.4	43.8	LE
LECCNPK6	125.4	43.8	LE
LECCNPK7	125.4	43.8	LE
LECCNPK8	125.4	43.8	LE
LECCNPK9	125.4	43.8	LE
LECCNPKM1	125.4	43.8	LE
LECCNPKM2	125.4	43.8	LE
LECCNPKM3	125.4	43.8	LE
LECCNPKM4	125.4	43.8	LE
LECCNPKM5	125.4	43.8	LE
LECCNPKM6	125.4	43.8	LE
LECCNPKM7	125.4	43.8	LE
LECCNPKM8	125.4	43.8	LE
LECCNPKM9	125.4	43.8	LE
LEJX20CK1	116.1833333	28.35	LE
LEJX20CK2	116.1833333	28.35	LE
LEJX20CK3	116.1833333	28.35	LE
LEJX20CK4	116.1833333	28.35	LE
LEJX20CK5	116.1833333	28.35	LE
LEJX20CK6	116.1833333	28.35	LE
LEJX20CK7	116.1833333	28.35	LE
LEJX20CK8	116.1833333	28.35	LE
LEJX20CK9	116.1833333	28.35	LE
LEJX20NPK1	116.1833333	28.35	LE
LEJX20NPK2	116.1833333	28.35	LE
LEJX20NPK3	116.1833333	28.35	LE
LEJX20NPK4	116.1833333	28.35	LE
LEJX20NPK5	116.1833333	28.35	LE
LEJX20NPK6	116.1833333	28.35	LE
LEJX20NPK7	116.1833333	28.35	LE
LEJX20NPK8	116.1833333	28.35	LE
LEJX20NPK9	116.1833333	28.35	LE
LEJX20NPKM1	116.1833333	28.35	LE
LEJX20NPKM2	116.1833333	28.35	LE
LEJX20NPKM3	116.1833333	28.35	LE
LEJX20NPKM4	116.1833333	28.35	LE
LEJX20NPKM5	116.1833333	28.35	LE
LEJX20NPKM6	116.1833333	28.35	LE
LEJX20NPKM7	116.1833333	28.35	LE
LEJX20NPKM8	116.1833333	28.35	LE
LEJX20NPKM9	116.1833333	28.35	LE
LEHL20CK1	126.8333333	47.35	LE
LEHL20CK2	126.8333333	47.35	LE
LEHL20CK3	126.8333333	47.35	LE
LEHL20CK4	126.8333333	47.35	LE
LEHL20CK5	126.8333333	47.35	LE
LEHL20CK6	126.8333333	47.35	LE
LEHL20CK7	126.8333333	47.35	LE
LEHL20CK8	126.8333333	47.35	LE
LEHL20CK9	126.8333333	47.35	LE
LEHL20NPK1	126.8333333	47.35	LE
LEHL20NPK2	126.8333333	47.35	LE
LEHL20NPK3	126.8333333	47.35	LE
LEHL20NPK4	126.8333333	47.35	LE
LEHL20NPK5	126.8333333	47.35	LE
LEHL20NPK6	126.8333333	47.35	LE
LEHL20NPK7	126.8333333	47.35	LE
LEHL20NPK8	126.8333333	47.35	LE
LEHL20NPK9	126.8333333	47.35	LE
LEHL20NPKM2	126.8333333	47.35	LE
LEHL20NPKM3	126.8333333	47.35	LE
LEHL20NPKM4	126.8333333	47.35	LE
LEHL20NPKM5	126.8333333	47.35	LE
LEHL20NPKM6	126.8333333	47.35	LE
LEHL20NPKM7	126.8333333	47.35	LE
LEHL20NPKM8	126.8333333	47.35	LE
LEHL20NPKM9	126.8333333	47.35	LE
LQYCK1	111.8666667	26.75	P
LQYCK2	111.8666667	26.75	P
LQYCK3	111.8666667	26.75	P
LQYCK4	111.8666667	26.75	P
LQYCK6	111.8666667	26.75	P
LQYCK7	111.8666667	26.75	P
LQYCK8	111.8666667	26.75	P
LQYNPK1	111.8666667	26.75	P
LQYNPK2	111.8666667	26.75	P
LQYNPK3	111.8666667	26.75	P
LQYNPK4	111.8666667	26.75	P
LQYNPK5	111.8666667	26.75	P
LQYNPK6	111.8666667	26.75	P
LQYNPK7	111.8666667	26.75	P
LQYNPK8	111.8666667	26.75	P
LQYNPKM1	111.8666667	26.75	P
LQYNPKM2	111.8666667	26.75	P
LQYNPKM3	111.8666667	26.75	P
LQYNPKM4	111.8666667	26.75	P
LQYNPKM5	111.8666667	26.75	P
LQYNPKM6	111.8666667	26.75	P
LQYNPKM7	111.8666667	26.75	P
LQYNPKM8	111.8666667	26.75	P
LQYNPKM9	111.8666667	26.75	P
LYCCK1	116.5666667	36.81666667	P
LYCCK2	116.5666667	36.81666667	P
LYCCK3	116.5666667	36.81666667	P
LYCCK4	116.5666667	36.81666667	P
LYCCK5	116.5666667	36.81666667	P
LYCCK6	116.5666667	36.81666667	P
LYCCK7	116.5666667	36.81666667	P
LYCCK8	116.5666667	36.81666667	P
LYCCK9	116.5666667	36.81666667	P
LYCNPK1	116.5666667	36.81666667	P
LYCNPK2	116.5666667	36.81666667	P
LYCNPK3	116.5666667	36.81666667	P
LYCNPK4	116.5666667	36.81666667	P
LYCNPK5	116.5666667	36.81666667	P
LYCNPK6	116.5666667	36.81666667	P
LYCNPK7	116.5666667	36.81666667	P
LYCNPK8	116.5666667	36.81666667	P
LYCNPK9	116.5666667	36.81666667	P
LYCNPKM1	116.5666667	36.81666667	P
LYCNPKM3	116.5666667	36.81666667	P
LYCNPKM4	116.5666667	36.81666667	P
LYCNPKM5	116.5666667	36.81666667	P
LYCNPKM6	116.5666667	36.81666667	P
LYCNPKM7	116.5666667	36.81666667	P
LYCNPKM8	116.5666667	36.81666667	P
LYCNPKM9	116.5666667	36.81666667	P
LYYCK1	113.6833333	35	P
LYYCK2	113.6833333	35	P
LYYCK3	113.6833333	35	P
LYYCK4	113.6833333	35	P
LYYCK5	113.6833333	35	P
LYYCK6	113.6833333	35	P
LYYCK7	113.6833333	35	P
LYYCK8	113.6833333	35	P
LYYCK9	113.6833333	35	P
LYYNPK1	113.6833333	35	P
LYYNPK3	113.6833333	35	P
LYYNPK4	113.6833333	35	P
LYYNPK5	113.6833333	35	P
LYYNPK6	113.6833333	35	P
LYYNPK7	113.6833333	35	P
LYYNPK8	113.6833333	35	P
LYYNPK9	113.6833333	35	P
LYYNPKM1	113.6833333	35	P
LYYNPKM2	113.6833333	35	P
LYYNPKM3	113.6833333	35	P
LYYNPKM4	113.6833333	35	P
LYYNPKM5	113.6833333	35	P
LYYNPKM6	113.6833333	35	P
LYYNPKM7	113.6833333	35	P
LYYNPKM8	113.6833333	35	P
LYYNPKM9	113.6833333	35	P
LCCCK1	125.4	43.8	P
LCCCK2	125.4	43.8	P
LCCCK3	125.4	43.8	P
LCCCK4	125.4	43.8	P
LCCCK5	125.4	43.8	P
LCCCK6	125.4	43.8	P
LCCCK7	125.4	43.8	P
LCCCK8	125.4	43.8	P
LCCCK9	125.4	43.8	P
LCCNPK1	125.4	43.8	P
LCCNPK2	125.4	43.8	P
LCCNPK3	125.4	43.8	P
LCCNPK4	125.4	43.8	P
LCCNPK5	125.4	43.8	P
LCCNPK6	125.4	43.8	P
LCCNPK7	125.4	43.8	P
LCCNPK8	125.4	43.8	P
LCCNPK9	125.4	43.8	P
LCCNPKM1	125.4	43.8	P
LCCNPKM2	125.4	43.8	P
LCCNPKM3	125.4	43.8	P
LCCNPKM4	125.4	43.8	P
LCCNPKM5	125.4	43.8	P
LCCNPKM6	125.4	43.8	P
LCCNPKM7	125.4	43.8	P
LCCNPKM8	125.4	43.8	P
LCCNPKM9	125.4	43.8	P
LJX20CK1	116.1833333	28.35	P
LJX20CK2	116.1833333	28.35	P
LJX20CK3	116.1833333	28.35	P
LJX20CK4	116.1833333	28.35	P
LJX20CK6	116.1833333	28.35	P
LJX20CK7	116.1833333	28.35	P
LJX20CK8	116.1833333	28.35	P
LJX20CK9	116.1833333	28.35	P
LJX20NPK1	116.1833333	28.35	P
LJX20NPK2	116.1833333	28.35	P
LJX20NPK3	116.1833333	28.35	P
LJX20NPK4	116.1833333	28.35	P
LJX20NPK5	116.1833333	28.35	P
LJX20NPK6	116.1833333	28.35	P
LJX20NPK7	116.1833333	28.35	P
LJX20NPK8	116.1833333	28.35	P
LJX20NPK9	116.1833333	28.35	P
LJX20NPKM1	116.1833333	28.35	P
LJX20NPKM2	116.1833333	28.35	P
LJX20NPKM3	116.1833333	28.35	P
LJX20NPKM4	116.1833333	28.35	P
LJX20NPKM5	116.1833333	28.35	P
LJX20NPKM6	116.1833333	28.35	P
LJX20NPKM7	116.1833333	28.35	P
LJX20NPKM8	116.1833333	28.35	P
LJX20NPKM9	116.1833333	28.35	P
LHL20CK1	126.8333333	47.35	P
LHL20CK2	126.8333333	47.35	P
LHL20CK3	126.8333333	47.35	P
LHL20CK4	126.8333333	47.35	P
LHL20CK5	126.8333333	47.35	P
LHL20CK6	126.8333333	47.35	P
LHL20CK7	126.8333333	47.35	P
LHL20CK9	126.8333333	47.35	P
LHL20NPK4	126.8333333	47.35	P
LHL20NPK5	126.8333333	47.35	P
LHL20NPK6	126.8333333	47.35	P
LHL20NPK7	126.8333333	47.35	P
LHL20NPK8	126.8333333	47.35	P
LHL20NPK9	126.8333333	47.35	P
LHL20NPKM1	126.8333333	47.35	P
LHL20NPKM2	126.8333333	47.35	P
LHL20NPKM3	126.8333333	47.35	P
LHL20NPKM4	126.8333333	47.35	P
LHL20NPKM5	126.8333333	47.35	P
LHL20NPKM6	126.8333333	47.35	P
LHL20NPKM7	126.8333333	47.35	P
LHL20NPKM8	126.8333333	47.35	P
LHL20NPKM9	126.8333333	47.35	P
