	site1	site2	comm_sim	site_dis	compartment
189	RCCLCK3	RYCCK2	0.477227272727273	1078859.66222909	RS
190	RCCLCK3	RYCCK3	0.442909090909091	1078859.66222909	RS
191	RCCLCK3	RYCCK4	0.368363636363636	1078859.66222909	RS
192	RCCLCK3	RYCCK5	0.323545454545455	1078859.66222909	RS
193	RCCLCK3	RYCCK6	0.334727272727273	1078859.66222909	RS
194	RCCLCK3	RYCCK7	0.330136363636364	1078859.66222909	RS
195	RCCLCK3	RYCCK8	0.404818181818182	1078859.66222909	RS
196	RCCLCK3	RYCCK9	0.494454545454545	1078859.66222909	RS
197	RCCLCK3	RYCNPK1	0.595045454545455	1078859.66222909	RS
198	RCCLCK3	RYCNPK2	0.476454545454545	1078859.66222909	RS
199	RCCLCK3	RYCNPK3	0.466	1078859.66222909	RS
200	RCCLCK3	RYCNPK4	0.581318181818182	1078859.66222909	RS
201	RCCLCK3	RYCNPK5	0.573954545454545	1078859.66222909	RS
202	RCCLCK3	RYCNPK6	0.391136363636364	1078859.66222909	RS
203	RCCLCK3	RYCNPK7	0.385590909090909	1078859.66222909	RS
204	RCCLCK3	RYCNPK8	0.299	1078859.66222909	RS
205	RCCLCK3	RYCNPK9	0.470590909090909	1078859.66222909	RS
206	RCCLCK3	RYCNPKM1	0.418045454545454	1078859.66222909	RS
207	RCCLCK3	RYCNPKM2	0.476954545454545	1078859.66222909	RS
208	RCCLCK3	RYCNPKM3	0.272136363636364	1078859.66222909	RS
209	RCCLCK3	RYCNPKM4	0.500681818181818	1078859.66222909	RS
210	RCCLCK3	RYCNPKM5	0.340636363636364	1078859.66222909	RS
211	RCCLCK3	RYCNPKM6	0.411772727272727	1078859.66222909	RS
212	RCCLCK3	RYCNPKM7	0.302863636363636	1078859.66222909	RS
213	RCCLCK3	RYCNPKM8	0.433909090909091	1078859.66222909	RS
214	RCCLCK3	RYCNPKM9	0.384409090909091	1078859.66222909	RS
215	RCCLCK3	RYYCK2	0.258454545454545	1402842.13363643	RS
216	RCCLCK3	RYYCK3	0.290454545454545	1402842.13363643	RS
217	RCCLCK3	RYYCK4	0.288681818181818	1402842.13363643	RS
218	RCCLCK3	RYYCK5	0.239090909090909	1402842.13363643	RS
219	RCCLCK3	RYYCK6	0.233	1402842.13363643	RS
220	RCCLCK3	RYYCK7	0.225636363636364	1402842.13363643	RS
221	RCCLCK3	RYYCK8	0.249318181818182	1402842.13363643	RS
222	RCCLCK3	RYYCK9	0.225636363636364	1402842.13363643	RS
223	RCCLCK3	RYYNPK1	0.29	1402842.13363643	RS
224	RCCLCK3	RYYNPK2	0.235	1402842.13363643	RS
225	RCCLCK3	RYYNPK3	0.250090909090909	1402842.13363643	RS
226	RCCLCK3	RYYNPK4	0.261818181818182	1402842.13363643	RS
227	RCCLCK3	RYYNPK5	0.244727272727273	1402842.13363643	RS
228	RCCLCK3	RYYNPK6	0.248545454545455	1402842.13363643	RS
229	RCCLCK3	RYYNPK7	0.2645	1402842.13363643	RS
230	RCCLCK3	RYYNPK8	0.243772727272727	1402842.13363643	RS
231	RCCLCK3	RYYNPK9	0.242863636363636	1402842.13363643	RS
232	RCCLCK3	RYYNPKM1	0.411954545454545	1402842.13363643	RS
233	RCCLCK3	RYYNPKM2	0.527863636363636	1402842.13363643	RS
234	RCCLCK3	RYYNPKM3	0.422590909090909	1402842.13363643	RS
235	RCCLCK3	RYYNPKM4	0.377954545454545	1402842.13363643	RS
236	RCCLCK3	RYYNPKM5	0.439136363636364	1402842.13363643	RS
237	RCCLCK3	RYYNPKM6	0.479090909090909	1402842.13363643	RS
238	RCCLCK3	RYYNPKM7	0.404681818181818	1402842.13363643	RS
239	RCCLCK3	RYYNPKM8	0.341863636363636	1402842.13363643	RS
240	RCCLCK3	RYYNPKM9	0.272227272727273	1402842.13363643	RS
241	RCCLNPK1	RQYCK1	0.279181818181818	2254915.66494674	RS
242	RCCLNPK1	RQYCK2	0.294454545454545	2254915.66494674	RS
243	RCCLNPK1	RQYCK3	0.3325	2254915.66494674	RS
244	RCCLNPK1	RQYCK4	0.282363636363636	2254915.66494674	RS
245	RCCLNPK1	RQYCK5	0.313545454545455	2254915.66494674	RS
246	RCCLNPK1	RQYCK6	0.320454545454545	2254915.66494674	RS
247	RCCLNPK1	RQYCK7	0.301772727272727	2254915.66494674	RS
248	RCCLNPK1	RQYCK8	0.353909090909091	2254915.66494674	RS
249	RCCLNPK1	RQYCK9	0.316227272727273	2254915.66494674	RS
250	RCCLNPK1	RQYNPK1	0.248227272727273	2254915.66494674	RS
251	RCCLNPK1	RQYNPK2	0.228909090909091	2254915.66494674	RS
252	RCCLNPK1	RQYNPK3	0.226909090909091	2254915.66494674	RS
253	RCCLNPK1	RQYNPK4	0.205545454545455	2254915.66494674	RS
254	RCCLNPK1	RQYNPK5	0.198727272727273	2254915.66494674	RS
255	RCCLNPK1	RQYNPK6	0.206545454545455	2254915.66494674	RS
256	RCCLNPK1	RQYNPK7	0.184	2254915.66494674	RS
257	RCCLNPK1	RQYNPK8	0.187318181818182	2254915.66494674	RS
258	RCCLNPK1	RQYNPK9	0.187909090909091	2254915.66494674	RS
259	RCCLNPK1	RQYNPKM1	0.374181818181818	2254915.66494674	RS
260	RCCLNPK1	RQYNPKM2	0.400363636363636	2254915.66494674	RS
261	RCCLNPK1	RQYNPKM3	0.393090909090909	2254915.66494674	RS
262	RCCLNPK1	RQYNPKM4	0.381	2254915.66494674	RS
263	RCCLNPK1	RQYNPKM5	0.382	2254915.66494674	RS
264	RCCLNPK1	RQYNPKM6	0.397545454545455	2254915.66494674	RS
265	RCCLNPK1	RQYNPKM7	0.423727272727273	2254915.66494674	RS
266	RCCLNPK1	RQYNPKM8	0.400409090909091	2254915.66494674	RS
267	RCCLNPK1	RQYNPKM9	0.409909090909091	2254915.66494674	RS
268	RCCLNPK1	RYCCK1	0.308227272727273	1078859.66222909	RS
269	RCCLNPK1	RYCCK2	0.370409090909091	1078859.66222909	RS
270	RCCLNPK1	RYCCK3	0.403545454545455	1078859.66222909	RS
271	RCCLNPK1	RYCCK4	0.326818181818182	1078859.66222909	RS
272	RCCLNPK1	RYCCK5	0.342227272727273	1078859.66222909	RS
273	RCCLNPK1	RYCCK6	0.324272727272727	1078859.66222909	RS
274	RCCLNPK1	RYCCK7	0.325181818181818	1078859.66222909	RS
275	RCCLNPK1	RYCCK8	0.3345	1078859.66222909	RS
276	RCCLNPK1	RYCCK9	0.329227272727273	1078859.66222909	RS
277	RCCLNPK1	RYCNPK1	0.291909090909091	1078859.66222909	RS
278	RCCLNPK1	RYCNPK2	0.345954545454545	1078859.66222909	RS
279	RCCLNPK1	RYCNPK3	0.371272727272727	1078859.66222909	RS
280	RCCLNPK1	RYCNPK4	0.289090909090909	1078859.66222909	RS
281	RCCLNPK1	RYCNPK5	0.306090909090909	1078859.66222909	RS
282	RCCLNPK1	RYCNPK6	0.3435	1078859.66222909	RS
283	RCCLNPK1	RYCNPK7	0.377045454545455	1078859.66222909	RS
284	RCCLNPK1	RYCNPK8	0.301363636363636	1078859.66222909	RS
285	RCCLNPK1	RYCNPK9	0.361681818181818	1078859.66222909	RS
286	RCCLNPK1	RYCNPKM1	0.356545454545454	1078859.66222909	RS
287	RCCLNPK1	RYCNPKM2	0.326727272727273	1078859.66222909	RS
288	RCCLNPK1	RYCNPKM3	0.297363636363636	1078859.66222909	RS
289	RCCLNPK1	RYCNPKM4	0.309318181818182	1078859.66222909	RS
290	RCCLNPK1	RYCNPKM5	0.320954545454545	1078859.66222909	RS
291	RCCLNPK1	RYCNPKM6	0.346681818181818	1078859.66222909	RS
292	RCCLNPK1	RYCNPKM7	0.320318181818182	1078859.66222909	RS
293	RCCLNPK1	RYCNPKM8	0.307590909090909	1078859.66222909	RS
294	RCCLNPK1	RYCNPKM9	0.334590909090909	1078859.66222909	RS
295	RCCLNPK1	RYYCK2	0.282045454545455	1402842.13363643	RS
296	RCCLNPK1	RYYCK3	0.302136363636364	1402842.13363643	RS
297	RCCLNPK1	RYYCK4	0.266318181818182	1402842.13363643	RS
298	RCCLNPK1	RYYCK5	0.265636363636364	1402842.13363643	RS
299	RCCLNPK1	RYYCK6	0.237227272727273	1402842.13363643	RS
300	RCCLNPK1	RYYCK7	0.239954545454545	1402842.13363643	RS
301	RCCLNPK1	RYYCK8	0.265	1402842.13363643	RS
302	RCCLNPK1	RYYCK9	0.247045454545455	1402842.13363643	RS
303	RCCLNPK1	RYYNPK1	0.352590909090909	1402842.13363643	RS
304	RCCLNPK1	RYYNPK2	0.302863636363636	1402842.13363643	RS
305	RCCLNPK1	RYYNPK3	0.313818181818182	1402842.13363643	RS
306	RCCLNPK1	RYYNPK4	0.319545454545455	1402842.13363643	RS
307	RCCLNPK1	RYYNPK5	0.2965	1402842.13363643	RS
308	RCCLNPK1	RYYNPK6	0.345409090909091	1402842.13363643	RS
309	RCCLNPK1	RYYNPK7	0.305590909090909	1402842.13363643	RS
310	RCCLNPK1	RYYNPK8	0.291909090909091	1402842.13363643	RS
311	RCCLNPK1	RYYNPK9	0.292727272727273	1402842.13363643	RS
312	RCCLNPK1	RYYNPKM1	0.280772727272727	1402842.13363643	RS
313	RCCLNPK1	RYYNPKM2	0.298	1402842.13363643	RS
314	RCCLNPK1	RYYNPKM3	0.333363636363636	1402842.13363643	RS
315	RCCLNPK1	RYYNPKM4	0.344	1402842.13363643	RS
316	RCCLNPK1	RYYNPKM5	0.346772727272727	1402842.13363643	RS
317	RCCLNPK1	RYYNPKM6	0.325272727272727	1402842.13363643	RS
318	RCCLNPK1	RYYNPKM7	0.310545454545455	1402842.13363643	RS
319	RCCLNPK1	RYYNPKM8	0.325090909090909	1402842.13363643	RS
320	RCCLNPK1	RYYNPKM9	0.3155	1402842.13363643	RS
321	RCCLNPK2	RQYCK1	0.297909090909091	2254915.66494674	RS
322	RCCLNPK2	RQYCK2	0.316863636363636	2254915.66494674	RS
323	RCCLNPK2	RQYCK3	0.350272727272727	2254915.66494674	RS
324	RCCLNPK2	RQYCK4	0.290318181818182	2254915.66494674	RS
325	RCCLNPK2	RQYCK5	0.335363636363636	2254915.66494674	RS
326	RCCLNPK2	RQYCK6	0.341	2254915.66494674	RS
327	RCCLNPK2	RQYCK7	0.315954545454545	2254915.66494674	RS
328	RCCLNPK2	RQYCK8	0.352136363636364	2254915.66494674	RS
329	RCCLNPK2	RQYCK9	0.338863636363636	2254915.66494674	RS
330	RCCLNPK2	RQYNPK1	0.260545454545455	2254915.66494674	RS
331	RCCLNPK2	RQYNPK2	0.233818181818182	2254915.66494674	RS
332	RCCLNPK2	RQYNPK3	0.237090909090909	2254915.66494674	RS
333	RCCLNPK2	RQYNPK4	0.206863636363636	2254915.66494674	RS
334	RCCLNPK2	RQYNPK5	0.205772727272727	2254915.66494674	RS
335	RCCLNPK2	RQYNPK6	0.211954545454546	2254915.66494674	RS
336	RCCLNPK2	RQYNPK7	0.188545454545455	2254915.66494674	RS
337	RCCLNPK2	RQYNPK8	0.187863636363636	2254915.66494674	RS
338	RCCLNPK2	RQYNPK9	0.195954545454545	2254915.66494674	RS
339	RCCLNPK2	RQYNPKM1	0.384545454545455	2254915.66494674	RS
340	RCCLNPK2	RQYNPKM2	0.382409090909091	2254915.66494674	RS
341	RCCLNPK2	RQYNPKM3	0.390545454545455	2254915.66494674	RS
342	RCCLNPK2	RQYNPKM4	0.390909090909091	2254915.66494674	RS
343	RCCLNPK2	RQYNPKM5	0.382136363636364	2254915.66494674	RS
344	RCCLNPK2	RQYNPKM6	0.412318181818182	2254915.66494674	RS
345	RCCLNPK2	RQYNPKM7	0.387681818181818	2254915.66494674	RS
346	RCCLNPK2	RQYNPKM8	0.375909090909091	2254915.66494674	RS
347	RCCLNPK2	RQYNPKM9	0.416454545454545	2254915.66494674	RS
348	RCCLNPK2	RYCCK1	0.313909090909091	1078859.66222909	RS
349	RCCLNPK2	RYCCK2	0.470636363636364	1078859.66222909	RS
