OTUID	BS	P	LE	RS	RE	SE	VE
OTU_4437	3.58E-03	8.63E-06	0.00E+00	1.34E-03	1.97E-05	1.30E-03	2.97E-06
OTU_4438	4.78E-03	0.00E+00	0.00E+00	3.64E-03	1.86E-04	6.25E-06	8.24E-06
OTU_4439	2.91E-04	3.50E-04	5.74E-05	8.84E-04	9.71E-04	3.85E-05	0.00E+00
OTU_444	4.81E-03	5.42E-04	1.98E-05	1.01E-02	3.70E-03	1.91E-04	1.33E-05
OTU_4440	5.04E-04	3.99E-06	0.00E+00	6.62E-04	1.02E-04	6.25E-06	0.00E+00
OTU_4441	1.49E-04	0.00E+00	0.00E+00	9.18E-04	2.10E-04	0.00E+00	0.00E+00
OTU_4442	1.13E-03	1.32E-05	0.00E+00	4.03E-04	2.21E-05	1.57E-04	0.00E+00
OTU_4443	3.02E-03	0.00E+00	0.00E+00	2.48E-04	9.68E-06	0.00E+00	0.00E+00
OTU_4444	1.34E-03	0.00E+00	0.00E+00	1.01E-03	3.75E-05	0.00E+00	0.00E+00
OTU_4445	1.21E-03	0.00E+00	0.00E+00	6.03E-04	1.85E-05	0.00E+00	0.00E+00
OTU_4446	1.93E-03	0.00E+00	0.00E+00	2.70E-04	1.59E-06	0.00E+00	0.00E+00
OTU_4447	1.82E-03	0.00E+00	1.66E-06	5.35E-04	1.07E-04	4.24E-05	0.00E+00
OTU_4448	5.58E-03	0.00E+00	0.00E+00	1.29E-03	2.50E-05	0.00E+00	0.00E+00
OTU_4449	7.43E-04	8.97E-06	5.84E-06	1.50E-03	3.14E-02	0.00E+00	3.38E-06
OTU_445	2.71E-02	1.36E-05	2.33E-05	1.66E-02	9.49E-04	1.28E-03	6.07E-06
OTU_4450	1.05E-03	0.00E+00	0.00E+00	3.40E-05	1.81E-05	0.00E+00	3.79E-06
OTU_4451	1.81E-03	1.91E-05	1.96E-06	1.29E-03	1.57E-05	8.82E-06	3.99E-06
OTU_4452	1.03E-03	0.00E+00	0.00E+00	3.31E-04	6.96E-07	0.00E+00	0.00E+00
OTU_4453	1.44E-04	3.85E-06	0.00E+00	4.08E-04	1.11E-03	0.00E+00	3.36E-06
OTU_4455	3.30E-03	2.99E-05	2.01E-05	3.44E-03	1.82E-04	0.00E+00	0.00E+00
OTU_4456	6.18E-05	0.00E+00	0.00E+00	6.11E-04	2.75E-04	0.00E+00	0.00E+00
OTU_4457	4.54E-03	1.13E-04	6.99E-06	4.45E-03	3.55E-04	5.92E-06	0.00E+00
OTU_4458	4.30E-04	0.00E+00	0.00E+00	2.21E-04	8.32E-05	0.00E+00	0.00E+00
OTU_4459	6.00E-04	1.29E-06	0.00E+00	4.49E-04	5.15E-06	0.00E+00	0.00E+00
OTU_446	2.96E-03	1.54E-02	1.50E-02	7.18E-03	1.14E-03	4.21E-03	4.68E-04
OTU_4460	4.57E-04	0.00E+00	0.00E+00	3.02E-04	1.18E-04	0.00E+00	0.00E+00
OTU_4461	1.78E-04	0.00E+00	0.00E+00	6.69E-04	7.12E-05	0.00E+00	0.00E+00
OTU_4462	3.80E-03	3.20E-05	4.26E-05	2.19E-03	1.69E-04	1.02E-05	0.00E+00
OTU_4463	4.34E-04	3.87E-05	9.68E-06	4.28E-04	1.64E-04	1.56E-04	1.18E-05
OTU_4464	3.33E-03	3.86E-06	0.00E+00	1.42E-03	7.98E-05	5.19E-05	4.04E-06
OTU_4465	2.27E-04	0.00E+00	0.00E+00	2.88E-05	1.42E-05	0.00E+00	0.00E+00
OTU_4466	1.96E-04	0.00E+00	0.00E+00	2.94E-04	6.55E-05	0.00E+00	0.00E+00
OTU_4467	7.73E-04	0.00E+00	0.00E+00	1.80E-04	2.65E-05	0.00E+00	0.00E+00
OTU_4468	1.66E-03	5.39E-04	3.77E-05	2.25E-03	3.42E-04	0.00E+00	0.00E+00
OTU_4469	6.27E-04	1.18E-05	0.00E+00	7.04E-05	3.51E-05	0.00E+00	0.00E+00
OTU_447	5.30E-02	3.58E-05	1.52E-05	3.50E-02	5.11E-03	4.42E-06	0.00E+00
OTU_4470	1.49E-03	8.33E-06	0.00E+00	8.86E-04	6.34E-05	0.00E+00	0.00E+00
OTU_4471	3.18E-03	0.00E+00	2.39E-06	5.87E-04	5.75E-04	1.99E-06	0.00E+00
OTU_4472	9.25E-06	5.75E-05	1.23E-06	1.39E-05	0.00E+00	5.50E-04	0.00E+00
OTU_4473	0.00E+00	3.40E-04	1.34E-04	0.00E+00	0.00E+00	2.66E-05	0.00E+00
OTU_4474	0.00E+00	7.63E-04	1.28E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00
OTU_4475	1.27E-04	0.00E+00	0.00E+00	8.69E-06	1.03E-04	0.00E+00	0.00E+00
OTU_4476	2.40E-05	0.00E+00	0.00E+00	1.51E-03	7.36E-04	0.00E+00	0.00E+00
OTU_4477	9.90E-04	0.00E+00	0.00E+00	5.97E-04	1.37E-05	0.00E+00	0.00E+00
OTU_4478	8.96E-04	7.38E-06	0.00E+00	1.21E-03	6.21E-05	0.00E+00	0.00E+00
OTU_4479	3.62E-04	0.00E+00	0.00E+00	4.68E-04	1.06E-04	2.94E-05	0.00E+00
OTU_448	1.04E-02	1.37E-05	2.25E-05	8.80E-03	4.11E-02	2.61E-05	1.23E-05
OTU_4480	3.25E-04	0.00E+00	0.00E+00	9.09E-05	2.91E-06	1.01E-03	0.00E+00
OTU_4481	2.44E-04	2.96E-05	0.00E+00	7.30E-04	1.01E-04	0.00E+00	0.00E+00
OTU_4482	4.13E-04	0.00E+00	0.00E+00	2.10E-04	3.00E-05	0.00E+00	0.00E+00
OTU_4483	1.71E-04	9.48E-06	0.00E+00	9.11E-04	5.34E-04	0.00E+00	0.00E+00
OTU_4484	5.38E-04	1.08E-04	4.64E-06	7.81E-04	1.14E-03	8.02E-05	0.00E+00
OTU_4485	1.21E-03	0.00E+00	0.00E+00	6.98E-04	1.56E-04	0.00E+00	0.00E+00
OTU_4486	1.30E-03	0.00E+00	0.00E+00	9.08E-04	5.45E-05	1.84E-03	0.00E+00
OTU_4487	1.53E-04	0.00E+00	0.00E+00	4.56E-05	0.00E+00	1.44E-03	0.00E+00
OTU_4488	1.36E-03	0.00E+00	0.00E+00	3.91E-04	1.07E-05	0.00E+00	0.00E+00
OTU_4489	2.47E-04	0.00E+00	0.00E+00	2.82E-05	1.34E-05	4.86E-04	0.00E+00
OTU_449	1.42E-01	7.36E-04	3.45E-04	1.23E-01	2.19E-02	2.18E-02	4.93E-05
OTU_4490	5.79E-04	0.00E+00	0.00E+00	2.15E-04	9.10E-06	6.96E-05	0.00E+00
OTU_4491	1.51E-02	0.00E+00	8.62E-06	2.32E-03	2.89E-04	2.82E-06	3.35E-06
OTU_4492	2.52E-04	0.00E+00	0.00E+00	7.54E-05	3.69E-05	3.26E-04	0.00E+00
OTU_4493	1.84E-03	1.95E-06	0.00E+00	1.18E-03	8.36E-05	0.00E+00	0.00E+00
OTU_4494	3.23E-04	1.75E-06	0.00E+00	3.21E-04	1.10E-03	0.00E+00	0.00E+00
OTU_4495	3.10E-06	3.25E-04	4.48E-05	9.35E-05	0.00E+00	0.00E+00	0.00E+00
OTU_4498	4.74E-04	1.44E-05	4.47E-06	3.74E-04	3.54E-05	9.40E-05	3.35E-06
OTU_45	1.67E-01	1.61E-01	5.00E-02	9.50E-01	1.39E+00	5.20E-01	1.67E-02
OTU_450	3.24E-02	1.59E-04	2.81E-06	5.64E-03	1.12E-04	1.02E-05	0.00E+00
OTU_4500	3.91E-05	5.01E-03	3.15E-04	4.45E-04	2.99E-04	2.90E-05	2.11E-03
OTU_4501	1.61E-04	5.94E-05	9.20E-05	2.22E-03	1.68E-02	4.73E-04	3.63E-06
OTU_4502	9.16E-05	0.00E+00	0.00E+00	3.04E-04	4.14E-05	0.00E+00	0.00E+00
OTU_4503	5.62E-05	0.00E+00	0.00E+00	9.51E-04	7.91E-04	0.00E+00	0.00E+00
OTU_4504	2.18E-03	0.00E+00	0.00E+00	1.99E-03	1.64E-04	1.32E-04	0.00E+00
OTU_4505	5.30E-04	0.00E+00	0.00E+00	8.58E-04	5.85E-05	8.31E-05	0.00E+00
OTU_4506	7.12E-04	0.00E+00	0.00E+00	7.49E-04	9.11E-05	0.00E+00	0.00E+00
OTU_4507	1.11E-04	0.00E+00	0.00E+00	5.00E-04	4.70E-04	0.00E+00	0.00E+00
OTU_4508	6.05E-04	0.00E+00	0.00E+00	3.37E-04	1.07E-03	0.00E+00	0.00E+00
OTU_4509	3.13E-04	0.00E+00	0.00E+00	5.87E-04	1.21E-04	0.00E+00	0.00E+00
OTU_451	1.10E-05	4.75E-04	7.06E-04	1.87E-05	1.06E-04	9.30E-02	1.46E-04
OTU_4510	2.50E-03	7.29E-05	4.26E-06	1.79E-03	7.71E-05	6.19E-05	0.00E+00
OTU_4511	7.35E-05	0.00E+00	0.00E+00	5.75E-04	3.53E-05	3.62E-06	0.00E+00
OTU_4512	2.11E-04	0.00E+00	0.00E+00	2.45E-05	4.71E-04	0.00E+00	0.00E+00
OTU_4513	2.92E-03	9.69E-05	1.61E-05	2.68E-03	2.70E-04	1.74E-03	0.00E+00
OTU_4514	4.79E-04	0.00E+00	0.00E+00	3.24E-04	0.00E+00	0.00E+00	0.00E+00
OTU_4515	4.71E-04	7.38E-06	0.00E+00	3.20E-04	9.18E-05	0.00E+00	0.00E+00
OTU_4516	5.92E-04	0.00E+00	0.00E+00	3.14E-04	0.00E+00	0.00E+00	0.00E+00
OTU_4517	1.28E-04	4.32E-04	1.27E-04	1.28E-04	6.33E-06	0.00E+00	0.00E+00
OTU_4518	5.94E-04	0.00E+00	0.00E+00	1.89E-04	1.49E-05	0.00E+00	0.00E+00
OTU_4519	4.14E-04	0.00E+00	0.00E+00	6.17E-05	0.00E+00	0.00E+00	0.00E+00
OTU_452	5.10E-02	2.22E-06	7.34E-06	1.95E-02	3.06E-04	8.29E-06	0.00E+00
OTU_4520	5.44E-05	5.04E-04	2.73E-04	2.39E-05	0.00E+00	1.83E-04	9.73E-07
OTU_4521	3.99E-03	2.30E-06	0.00E+00	3.44E-04	3.63E-05	0.00E+00	0.00E+00
OTU_4522	1.11E-03	0.00E+00	0.00E+00	5.49E-03	3.62E-03	0.00E+00	0.00E+00
OTU_4523	6.73E-04	0.00E+00	0.00E+00	1.05E-04	0.00E+00	0.00E+00	0.00E+00
OTU_4524	1.10E-03	4.57E-05	2.83E-05	8.08E-04	6.31E-05	2.55E-04	0.00E+00
OTU_4525	2.19E-03	1.42E-05	5.60E-06	1.05E-03	4.35E-05	0.00E+00	0.00E+00
OTU_4526	7.06E-04	0.00E+00	2.98E-06	3.68E-04	1.22E-04	1.48E-03	0.00E+00
OTU_4527	1.13E-03	0.00E+00	0.00E+00	4.71E-04	9.78E-06	0.00E+00	0.00E+00
OTU_4528	7.79E-06	2.94E-04	2.82E-04	6.59E-04	5.24E-06	1.27E-03	5.13E-06
OTU_4529	1.47E-05	0.00E+00	5.51E-06	9.17E-05	7.06E-06	5.60E-04	3.53E-06
OTU_453	8.93E-03	4.51E-05	7.21E-05	4.30E-02	2.71E-02	2.51E-05	5.39E-06
OTU_4530	0.00E+00	1.29E-03	1.93E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00
OTU_4531	0.00E+00	0.00E+00	0.00E+00	5.26E-06	5.48E-04	0.00E+00	0.00E+00
OTU_4532	6.00E-02	7.29E-05	6.24E-05	2.68E-02	3.79E-03	6.55E-04	2.19E-05
OTU_4533	3.91E-03	0.00E+00	1.32E-05	1.43E-03	1.57E-04	3.05E-05	0.00E+00
OTU_4534	1.29E-03	7.41E-06	2.67E-06	3.20E-03	1.96E-03	2.91E-04	5.13E-06
OTU_4535	2.24E-04	0.00E+00	0.00E+00	1.01E-03	1.62E-04	2.11E-03	0.00E+00
OTU_4536	2.41E-03	1.40E-04	8.43E-05	3.60E-03	2.28E-04	4.64E-05	0.00E+00
OTU_4537	3.65E-04	1.29E-06	0.00E+00	6.94E-04	6.95E-05	0.00E+00	0.00E+00
OTU_4538	6.78E-03	9.58E-05	2.28E-06	8.24E-03	1.16E-03	9.47E-04	0.00E+00
OTU_4539	1.36E-03	0.00E+00	0.00E+00	2.61E-03	1.72E-04	0.00E+00	0.00E+00
OTU_454	1.23E-01	2.50E-05	4.96E-05	5.21E-02	1.49E-03	0.00E+00	5.13E-06
OTU_4540	8.77E-03	7.19E-06	1.47E-05	3.34E-03	3.72E-05	0.00E+00	0.00E+00
OTU_4541	5.07E-04	0.00E+00	0.00E+00	2.62E-04	2.13E-05	1.31E-04	0.00E+00
OTU_4542	5.56E-04	0.00E+00	0.00E+00	6.13E-04	4.92E-05	0.00E+00	0.00E+00
OTU_4543	4.26E-04	0.00E+00	0.00E+00	3.90E-04	0.00E+00	0.00E+00	0.00E+00
OTU_4544	4.76E-04	0.00E+00	0.00E+00	2.34E-04	3.70E-04	0.00E+00	0.00E+00
OTU_4545	2.95E-04	1.61E-05	0.00E+00	8.46E-04	3.15E-05	0.00E+00	0.00E+00
OTU_4546	1.72E-04	4.96E-04	2.25E-04	2.92E-04	1.09E-04	3.17E-04	2.29E-05
OTU_4547	8.38E-04	0.00E+00	0.00E+00	9.05E-05	0.00E+00	0.00E+00	0.00E+00
OTU_4548	1.10E-03	0.00E+00	0.00E+00	3.46E-04	0.00E+00	0.00E+00	0.00E+00
OTU_4549	4.31E-04	2.74E-05	7.70E-06	3.42E-04	5.12E-04	0.00E+00	0.00E+00
OTU_455	6.52E-02	3.37E-06	3.14E-06	1.94E-02	2.78E-04	4.20E-03	3.36E-06
OTU_4550	1.87E-04	0.00E+00	0.00E+00	6.49E-04	4.36E-04	0.00E+00	0.00E+00
OTU_4551	1.65E-04	0.00E+00	0.00E+00	2.28E-05	8.96E-04	0.00E+00	0.00E+00
OTU_4552	3.64E-05	2.64E-06	2.12E-05	4.68E-05	1.54E-05	1.38E-03	0.00E+00
OTU_4553	0.00E+00	5.62E-04	1.99E-04	0.00E+00	0.00E+00	3.91E-05	0.00E+00
OTU_4554	0.00E+00	1.48E-05	1.96E-06	4.29E-05	0.00E+00	3.35E-03	0.00E+00
OTU_4555	2.03E-04	2.14E-05	0.00E+00	1.36E-03	1.15E-03	3.94E-04	0.00E+00
OTU_4556	6.90E-04	0.00E+00	0.00E+00	2.85E-04	3.58E-06	0.00E+00	5.13E-06
OTU_4557	1.07E-04	0.00E+00	6.18E-06	5.48E-05	8.78E-04	0.00E+00	0.00E+00
OTU_4558	5.28E-04	0.00E+00	0.00E+00	2.07E-04	5.11E-06	0.00E+00	0.00E+00
OTU_4559	2.61E-04	0.00E+00	0.00E+00	3.81E-04	2.50E-05	0.00E+00	0.00E+00
OTU_456	2.37E-03	0.00E+00	1.14E-04	3.98E-02	4.19E-03	1.66E-05	0.00E+00
OTU_4560	3.95E-04	0.00E+00	0.00E+00	7.86E-05	0.00E+00	5.44E-04	0.00E+00
OTU_4561	8.44E-04	6.49E-05	7.05E-04	8.31E-04	9.58E-04	2.58E-05	0.00E+00
OTU_4562	2.16E-03	3.64E-05	1.63E-06	1.04E-03	5.68E-04	0.00E+00	0.00E+00
OTU_4563	3.90E-02	0.00E+00	1.36E-05	1.06E-02	2.64E-04	1.67E-03	3.75E-06
OTU_4564	1.48E-03	1.44E-05	2.28E-06	1.22E-03	8.95E-05	1.34E-04	0.00E+00
OTU_4565	1.86E-03	0.00E+00	0.00E+00	1.14E-03	2.51E-05	0.00E+00	0.00E+00
OTU_4566	1.53E-03	3.49E-06	1.68E-05	1.37E-03	3.11E-05	5.19E-05	0.00E+00
OTU_4567	2.18E-03	0.00E+00	0.00E+00	6.18E-04	3.37E-05	0.00E+00	0.00E+00
OTU_4568	9.75E-04	0.00E+00	0.00E+00	2.70E-04	1.22E-05	0.00E+00	0.00E+00
OTU_4569	1.39E-03	3.85E-06	0.00E+00	7.70E-04	1.30E-05	0.00E+00	0.00E+00
OTU_457	4.48E-02	1.14E-04	7.57E-05	3.49E-02	4.64E-03	5.10E-04	0.00E+00
OTU_4570	9.23E-04	0.00E+00	0.00E+00	5.49E-04	3.75E-05	0.00E+00	0.00E+00
OTU_4571	7.25E-04	0.00E+00	0.00E+00	1.22E-03	1.16E-04	0.00E+00	0.00E+00
OTU_4572	4.41E-05	0.00E+00	0.00E+00	7.80E-05	1.66E-03	0.00E+00	0.00E+00
OTU_4573	2.47E-06	0.00E+00	0.00E+00	3.09E-04	3.96E-04	0.00E+00	5.88E-06
OTU_4574	2.00E-05	0.00E+00	0.00E+00	2.31E-04	5.53E-04	0.00E+00	0.00E+00
OTU_4575	1.31E-03	1.33E-05	0.00E+00	4.25E-04	1.46E-04	0.00E+00	0.00E+00
OTU_4576	8.67E-04	0.00E+00	0.00E+00	5.62E-04	1.88E-04	2.03E-05	0.00E+00
OTU_4577	2.02E-03	5.66E-06	0.00E+00	1.43E-03	5.94E-05	0.00E+00	0.00E+00
OTU_4578	1.88E-03	2.82E-05	0.00E+00	4.99E-04	8.05E-06	0.00E+00	0.00E+00
OTU_4579	7.05E-04	5.85E-06	0.00E+00	5.21E-04	3.81E-04	0.00E+00	0.00E+00
OTU_458	3.08E-02	9.47E-04	4.04E-05	3.10E-02	1.52E-03	5.21E-04	0.00E+00
OTU_4580	2.43E-03	1.60E-06	0.00E+00	1.26E-03	4.95E-05	0.00E+00	0.00E+00
OTU_4581	5.78E-04	0.00E+00	0.00E+00	7.40E-04	8.57E-05	0.00E+00	0.00E+00
OTU_4582	1.69E-03	9.10E-05	1.54E-05	8.41E-04	3.66E-05	5.17E-06	0.00E+00
OTU_4583	9.03E-04	1.76E-05	0.00E+00	9.56E-04	9.30E-04	6.52E-05	0.00E+00
OTU_4584	1.20E-03	1.79E-06	0.00E+00	1.76E-03	2.18E-05	3.42E-04	0.00E+00
OTU_4586	2.47E-03	3.55E-06	0.00E+00	1.78E-04	1.02E-05	6.83E-06	0.00E+00
OTU_4587	1.62E-04	0.00E+00	1.04E-04	9.95E-05	4.01E-05	0.00E+00	0.00E+00
OTU_4588	6.54E-04	0.00E+00	0.00E+00	5.59E-04	3.58E-04	1.30E-04	0.00E+00
OTU_4589	6.43E-04	0.00E+00	0.00E+00	4.24E-04	2.97E-05	0.00E+00	0.00E+00
OTU_459	4.24E-03	7.73E-06	1.38E-05	2.35E-02	4.06E-02	0.00E+00	3.00E-05
OTU_4591	1.52E-03	3.77E-06	0.00E+00	7.16E-04	2.93E-05	0.00E+00	0.00E+00
OTU_4592	4.88E-04	0.00E+00	0.00E+00	6.00E-05	0.00E+00	0.00E+00	0.00E+00
OTU_4593	3.82E-04	2.04E-05	1.07E-04	4.24E-04	1.48E-04	0.00E+00	0.00E+00
OTU_4594	8.59E-04	2.41E-06	0.00E+00	3.88E-04	0.00E+00	0.00E+00	0.00E+00
OTU_4595	2.00E-03	6.15E-06	2.22E-06	4.70E-04	1.73E-04	0.00E+00	0.00E+00
OTU_4596	9.88E-04	1.41E-06	0.00E+00	5.33E-04	6.13E-05	0.00E+00	0.00E+00
OTU_4597	3.84E-03	0.00E+00	0.00E+00	1.32E-03	4.94E-05	5.39E-06	0.00E+00
OTU_4598	9.13E-04	4.07E-06	3.41E-06	1.10E-03	2.69E-04	0.00E+00	0.00E+00
OTU_4599	3.91E-04	0.00E+00	0.00E+00	1.06E-03	1.63E-05	0.00E+00	0.00E+00
OTU_46	1.81E-01	9.84E-03	8.78E-03	5.37E-01	1.73E+00	1.43E-02	8.22E-04
OTU_460	6.80E-03	7.36E-05	8.67E-05	7.06E-03	6.39E-02	3.91E-06	7.30E-06
OTU_4600	1.56E-03	1.18E-05	4.47E-06	2.02E-03	2.48E-03	0.00E+00	0.00E+00
OTU_4601	5.16E-04	0.00E+00	0.00E+00	5.61E-04	2.40E-04	0.00E+00	0.00E+00
OTU_4602	2.22E-03	4.39E-06	0.00E+00	8.74E-04	5.93E-04	0.00E+00	0.00E+00
OTU_4603	1.47E-03	0.00E+00	0.00E+00	1.95E-03	4.21E-05	2.48E-04	0.00E+00
OTU_4604	1.16E-03	1.42E-05	0.00E+00	3.46E-03	5.54E-03	3.62E-06	0.00E+00
OTU_4605	5.25E-03	1.05E-05	0.00E+00	2.69E-03	2.65E-04	3.64E-05	0.00E+00
OTU_4606	4.07E-04	0.00E+00	0.00E+00	3.35E-04	3.06E-05	0.00E+00	0.00E+00
OTU_4607	9.58E-03	1.82E-04	5.84E-05	6.31E-03	2.59E-04	6.28E-04	2.00E-04
OTU_4608	1.98E-03	0.00E+00	0.00E+00	5.09E-04	1.66E-06	0.00E+00	0.00E+00
OTU_4609	4.11E-04	0.00E+00	0.00E+00	1.58E-03	4.27E-04	0.00E+00	0.00E+00
OTU_461	8.22E-03	3.51E-02	1.02E-04	1.04E-01	3.44E-02	1.01E-03	8.72E-04
OTU_4610	0.00E+00	0.00E+00	0.00E+00	2.15E-03	1.77E-04	0.00E+00	0.00E+00
OTU_4611	1.01E-04	0.00E+00	0.00E+00	1.41E-04	6.95E-06	7.18E-04	0.00E+00
OTU_4612	1.97E-03	0.00E+00	0.00E+00	1.41E-04	0.00E+00	0.00E+00	0.00E+00
OTU_4613	9.92E-04	0.00E+00	0.00E+00	3.66E-04	1.73E-04	0.00E+00	0.00E+00
OTU_4614	3.62E-03	0.00E+00	0.00E+00	1.16E-03	2.94E-05	5.92E-05	0.00E+00
OTU_4615	4.57E-03	0.00E+00	0.00E+00	1.25E-03	5.54E-05	0.00E+00	0.00E+00
OTU_4616	0.00E+00	6.84E-04	5.51E-04	1.54E-05	0.00E+00	3.62E-04	0.00E+00
OTU_4617	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.72E-05	0.00E+00	0.00E+00
OTU_4618	6.02E-04	0.00E+00	0.00E+00	3.01E-04	2.45E-05	0.00E+00	0.00E+00
OTU_4619	1.62E-03	3.20E-05	0.00E+00	9.58E-04	4.93E-05	1.26E-04	0.00E+00
OTU_462	5.86E-02	7.11E-05	1.57E-04	6.14E-02	6.05E-03	6.38E-04	0.00E+00
OTU_4620	6.66E-04	0.00E+00	0.00E+00	3.41E-04	1.66E-04	0.00E+00	0.00E+00
OTU_4621	5.17E-04	0.00E+00	0.00E+00	1.67E-04	6.85E-06	0.00E+00	0.00E+00
OTU_4622	3.90E-04	0.00E+00	0.00E+00	2.77E-04	1.86E-05	0.00E+00	0.00E+00
OTU_4623	2.73E-04	5.80E-06	0.00E+00	3.56E-04	2.62E-04	1.08E-05	0.00E+00
OTU_4624	4.97E-04	0.00E+00	0.00E+00	3.21E-04	3.34E-05	0.00E+00	0.00E+00
OTU_4625	8.14E-05	0.00E+00	0.00E+00	5.72E-04	2.37E-04	0.00E+00	0.00E+00
OTU_4626	6.06E-02	3.17E-03	1.35E-04	5.93E-02	7.47E-03	8.82E-03	5.04E-05
OTU_4627	1.31E-03	0.00E+00	0.00E+00	3.21E-04	6.48E-06	1.87E-05	0.00E+00
OTU_4628	2.06E-03	0.00E+00	0.00E+00	1.57E-04	3.26E-05	0.00E+00	0.00E+00
OTU_4629	6.72E-04	0.00E+00	1.47E-05	3.10E-04	1.01E-05	5.42E-06	0.00E+00
OTU_463	3.42E-04	1.97E-04	2.32E-05	1.90E-03	5.12E-03	1.64E-05	4.30E-05
OTU_4630	5.86E-04	0.00E+00	3.14E-06	5.01E-04	3.76E-05	0.00E+00	0.00E+00
OTU_4631	3.44E-04	4.30E-06	8.04E-06	4.16E-04	6.05E-05	0.00E+00	0.00E+00
OTU_4632	3.77E-05	0.00E+00	0.00E+00	5.30E-04	1.40E-04	0.00E+00	0.00E+00
OTU_4633	5.28E-04	1.77E-04	1.53E-05	8.71E-04	2.56E-05	1.04E-03	0.00E+00
OTU_4634	7.33E-04	1.53E-05	0.00E+00	7.53E-04	1.17E-04	0.00E+00	0.00E+00
OTU_4635	1.05E-03	0.00E+00	0.00E+00	1.54E-03	1.25E-04	0.00E+00	0.00E+00
OTU_4636	3.69E-03	0.00E+00	0.00E+00	1.24E-03	4.48E-06	0.00E+00	0.00E+00
OTU_4637	7.90E-04	0.00E+00	0.00E+00	1.65E-04	1.06E-03	0.00E+00	0.00E+00
OTU_4638	2.56E-03	1.60E-06	0.00E+00	1.73E-03	1.50E-04	0.00E+00	0.00E+00
OTU_4639	1.48E-03	0.00E+00	0.00E+00	4.63E-04	6.62E-05	2.47E-05	0.00E+00
OTU_464	9.07E-03	3.47E-05	2.09E-04	2.29E-02	9.29E-04	4.72E-04	0.00E+00
OTU_4640	1.83E-03	6.58E-06	3.33E-06	8.19E-04	4.15E-06	0.00E+00	0.00E+00
OTU_4641	4.37E-04	0.00E+00	0.00E+00	3.31E-04	0.00E+00	4.61E-04	0.00E+00
OTU_4642	1.82E-03	0.00E+00	0.00E+00	1.34E-05	0.00E+00	0.00E+00	0.00E+00
OTU_4643	8.48E-04	4.56E-06	0.00E+00	4.93E-04	2.60E-04	0.00E+00	0.00E+00
OTU_4644	2.87E-04	0.00E+00	0.00E+00	1.13E-03	3.50E-05	0.00E+00	0.00E+00
OTU_4645	2.06E-03	0.00E+00	0.00E+00	3.36E-04	0.00E+00	0.00E+00	0.00E+00
OTU_4646	1.19E-05	1.53E-05	5.03E-04	0.00E+00	1.61E-05	4.89E-04	0.00E+00
OTU_4647	4.81E-05	4.61E-04	1.07E-03	2.47E-05	8.62E-06	6.41E-05	0.00E+00
OTU_4648	3.75E-05	0.00E+00	0.00E+00	2.49E-04	5.14E-04	0.00E+00	0.00E+00
OTU_4649	2.97E-03	0.00E+00	0.00E+00	9.96E-04	6.09E-05	4.28E-06	0.00E+00
OTU_465	1.40E-01	8.17E-05	7.32E-05	4.66E-02	1.53E-02	1.50E-03	4.37E-06
OTU_4650	2.44E-03	0.00E+00	0.00E+00	2.65E-04	2.04E-06	0.00E+00	0.00E+00
OTU_4651	1.84E-04	0.00E+00	0.00E+00	1.29E-03	8.23E-05	0.00E+00	0.00E+00
OTU_4652	1.57E-04	0.00E+00	0.00E+00	2.78E-04	3.09E-06	1.38E-04	0.00E+00
OTU_4653	3.36E-04	0.00E+00	2.31E-06	7.35E-05	2.97E-06	0.00E+00	0.00E+00
OTU_4654	2.40E-04	0.00E+00	0.00E+00	5.19E-04	3.50E-04	0.00E+00	0.00E+00
OTU_4655	1.20E-03	0.00E+00	0.00E+00	2.00E-05	0.00E+00	0.00E+00	0.00E+00
OTU_4656	7.60E-04	5.55E-06	3.07E-06	1.50E-03	2.89E-03	3.04E-05	2.52E-06
OTU_4657	1.31E-03	0.00E+00	0.00E+00	5.81E-04	8.71E-06	0.00E+00	0.00E+00
OTU_4658	9.28E-04	0.00E+00	0.00E+00	4.87E-04	1.02E-06	0.00E+00	0.00E+00
OTU_4659	0.00E+00	2.73E-04	2.57E-04	8.14E-05	3.97E-05	1.21E-04	0.00E+00
OTU_466	1.03E-04	7.24E-04	1.93E-05	1.06E-03	5.45E-03	7.20E-06	1.89E-05
OTU_4660	5.39E-05	2.73E-04	1.41E-06	2.08E-04	2.22E-05	0.00E+00	0.00E+00
OTU_4662	3.14E-05	6.13E-04	1.53E-06	3.63E-04	2.30E-05	0.00E+00	0.00E+00
OTU_4663	1.64E-02	6.95E-05	1.17E-04	1.15E-02	3.64E-04	1.32E-03	0.00E+00
OTU_4664	2.82E-03	0.00E+00	0.00E+00	1.58E-03	3.01E-05	0.00E+00	0.00E+00
OTU_4665	9.33E-04	0.00E+00	0.00E+00	3.61E-04	5.12E-05	0.00E+00	0.00E+00
OTU_4666	4.76E-04	0.00E+00	0.00E+00	1.94E-04	0.00E+00	0.00E+00	0.00E+00
OTU_4667	6.37E-04	1.06E-05	0.00E+00	5.15E-04	7.99E-04	2.43E-04	4.57E-05
OTU_4668	9.17E-05	3.08E-03	4.80E-03	1.15E-03	1.46E-04	9.93E-04	4.63E-06
