	otu	otu_occ	otu_rel
617	OTU_2467	0.033333333	3.870748e-07
618	OTU_1953	0.033333333	1.287375e-07
619	OTU_13802	0.041666667	2.522585e-07
620	OTU_8451	0.016666667	8.048384e-07
621	OTU_4301	0.008333333	2.223645e-07
622	OTU_9212	0.008333333	3.126896e-07
623	OTU_121	0.041666667	1.992089e-07
624	OTU_1077	0.041666667	3.607621e-07
625	OTU_5417	0.041666667	2.234883e-07
626	OTU_160	0.033333333	1.469489e-07
627	OTU_6087	0.041666667	5.043975e-07
628	OTU_566	0.041666667	1.628486e-07
629	OTU_230	0.041666667	1.997826e-07
630	OTU_132	0.041666667	2.280762e-07
631	OTU_326	0.025000000	1.692562e-07
632	OTU_257	0.033333333	1.604817e-07
633	OTU_157	0.016666667	2.589151e-07
634	OTU_563	0.041666667	8.050745e-07
635	OTU_222	0.041666667	7.733379e-07
636	OTU_285	0.041666667	1.791590e-07
637	OTU_1516	0.033333333	2.753131e-07
638	OTU_265	0.033333333	1.685238e-07
639	OTU_241	0.016666667	9.793554e-08
640	OTU_10950	0.041666667	1.092961e-07
641	OTU_237	0.041666667	2.822068e-07
642	OTU_287	0.041666667	2.255223e-07
643	OTU_159	0.033333333	2.232176e-07
644	OTU_778	0.033333333	3.920331e-07
645	OTU_10686	0.033333333	1.778240e-07
646	OTU_7100	0.033333333	1.621572e-07
647	OTU_459	0.025000000	3.004141e-07
648	OTU_438	0.041666667	1.358928e-07
649	OTU_2815	0.041666667	2.140026e-07
650	OTU_1984	0.016666667	9.018638e-08
651	OTU_9396	0.033333333	1.927904e-07
652	OTU_10888	0.041666667	2.307957e-07
653	OTU_297	0.025000000	2.019218e-07
654	OTU_606	0.025000000	2.361900e-07
655	OTU_807	0.033333333	2.916788e-07
656	OTU_2949	0.008333333	1.570087e-07
657	OTU_13049	0.041666667	1.820009e-07
658	OTU_700	0.041666667	2.160058e-07
659	OTU_320	0.041666667	3.702885e-07
660	OTU_10723	0.041666667	3.867215e-07
661	OTU_528	0.008333333	2.562935e-07
662	OTU_642	0.025000000	2.486975e-07
663	OTU_676	0.033333333	1.699823e-07
664	OTU_1140	0.041666667	2.366456e-07
665	OTU_919	0.041666667	2.673518e-07
666	OTU_1391	0.025000000	7.438858e-07
667	OTU_340	0.016666667	1.499214e-07
668	OTU_10540	0.033333333	1.706982e-07
669	OTU_3987	0.025000000	2.882079e-07
670	OTU_3970	0.041666667	4.201259e-07
671	OTU_853	0.033333333	1.586714e-07
672	OTU_3256	0.016666667	2.121630e-07
673	OTU_466	0.041666667	1.887380e-07
674	OTU_2079	0.041666667	2.738746e-07
675	OTU_7389	0.041666667	2.292125e-07
676	OTU_2285	0.033333333	2.449320e-07
677	OTU_1033	0.041666667	3.146907e-07
678	OTU_5186	0.033333333	2.282456e-07
679	OTU_11247	0.041666667	2.400893e-07
680	OTU_6146	0.025000000	1.898190e-06
681	OTU_2509	0.016666667	2.923937e-07
682	OTU_3034	0.016666667	3.357128e-07
683	OTU_3777	0.008333333	8.442478e-08
684	OTU_1185	0.016666667	2.656134e-07
685	OTU_2820	0.008333333	7.408817e-08
686	OTU_13094	0.025000000	2.584447e-07
687	OTU_13069	0.033333333	2.011541e-07
688	OTU_6356	0.025000000	1.975095e-07
689	OTU_9152	0.041666667	1.517250e-07
690	OTU_8593	0.016666667	2.115030e-07
691	OTU_8590	0.016666667	2.017431e-07
692	OTU_129	0.025000000	2.876425e-07
693	OTU_227	0.016666667	7.201168e-08
694	OTU_264	0.033333333	1.711967e-07
695	OTU_180	0.033333333	1.835146e-07
696	OTU_244	0.033333333	1.823074e-07
697	OTU_302	0.033333333	2.158337e-07
698	OTU_3648	0.033333333	2.452518e-07
699	OTU_375	0.033333333	4.641615e-07
700	OTU_254	0.033333333	1.414084e-07
701	OTU_248	0.033333333	2.059497e-07
702	OTU_173	0.025000000	1.584011e-07
703	OTU_165	0.033333333	1.667734e-07
704	OTU_350	0.033333333	1.695888e-07
705	OTU_130	0.025000000	1.938913e-07
706	OTU_275	0.033333333	1.556046e-07
707	OTU_1252	0.016666667	2.236708e-07
708	OTU_118	0.033333333	2.358537e-07
709	OTU_126	0.033333333	1.455690e-07
710	OTU_186	0.025000000	1.915386e-07
711	OTU_396	0.025000000	2.313440e-07
712	OTU_1075	0.008333333	2.508699e-07
713	OTU_4387	0.033333333	2.573144e-07
714	OTU_215	0.016666667	8.782018e-08
715	OTU_581	0.033333333	1.743627e-07
716	OTU_144	0.025000000	1.990778e-07
717	OTU_363	0.033333333	2.200369e-07
718	OTU_357	0.033333333	2.153599e-07
719	OTU_239	0.025000000	3.193366e-07
720	OTU_4068	0.033333333	3.013440e-07
721	OTU_428	0.016666667	7.359002e-08
722	OTU_895	0.025000000	2.011851e-07
723	OTU_319	0.033333333	2.653674e-07
724	OTU_10631	0.033333333	4.348027e-07
725	OTU_390	0.025000000	1.826160e-07
726	OTU_4086	0.033333333	1.575728e-07
727	OTU_494	0.033333333	1.806392e-07
728	OTU_677	0.025000000	1.750796e-07
729	OTU_6291	0.025000000	1.817722e-07
730	OTU_1253	0.033333333	1.734508e-07
731	OTU_1649	0.033333333	1.745894e-07
732	OTU_2873	0.033333333	1.182762e-07
733	OTU_764	0.025000000	2.349289e-07
734	OTU_313	0.033333333	1.648080e-07
735	OTU_824	0.033333333	2.237971e-07
736	OTU_3134	0.033333333	1.610347e-07
737	OTU_977	0.008333333	2.050348e-07
738	OTU_1121	0.025000000	7.162965e-07
739	OTU_11979	0.016666667	9.131889e-08
740	OTU_1072	0.025000000	1.591555e-07
741	OTU_1046	0.016666667	1.547254e-07
742	OTU_692	0.033333333	1.802831e-07
743	OTU_562	0.016666667	8.446465e-08
744	OTU_658	0.025000000	1.574299e-07
745	OTU_1315	0.033333333	1.622267e-07
746	OTU_9963	0.033333333	1.881310e-07
747	OTU_1339	0.008333333	5.927053e-08
748	OTU_1233	0.033333333	1.038128e-07
749	OTU_813	0.033333333	1.752559e-07
750	OTU_13371	0.025000000	2.157682e-07
751	OTU_840	0.033333333	6.129978e-07
752	OTU_1976	0.016666667	1.785237e-06
753	OTU_10567	0.033333333	1.162420e-07
754	OTU_939	0.033333333	1.509658e-07
755	OTU_13625	0.033333333	3.056906e-07
756	OTU_2146	0.025000000	2.508139e-07
757	OTU_7800	0.025000000	2.883468e-07
758	OTU_1664	0.033333333	1.968344e-07
759	OTU_2049	0.025000000	3.113589e-07
760	OTU_1479	0.008333333	5.990054e-08
761	OTU_8779	0.033333333	2.105991e-07
762	OTU_9998	0.008333333	5.990054e-08
763	OTU_1650	0.025000000	1.444651e-07
764	OTU_1279	0.016666667	1.452685e-07
765	OTU_3226	0.016666667	2.539034e-07
766	OTU_12399	0.016666667	1.740298e-07
767	OTU_4063	0.025000000	9.868212e-08
768	OTU_2882	0.008333333	5.927053e-08
769	OTU_2243	0.008333333	5.927053e-08
770	OTU_3330	0.016666667	1.870775e-07
771	OTU_13717	0.033333333	1.912368e-07
772	OTU_1905	0.016666667	8.010927e-08
773	OTU_2475	0.008333333	1.102351e-07
774	OTU_9427	0.008333333	2.508699e-07
775	OTU_9237	0.033333333	2.194657e-07
776	OTU_723	0.033333333	2.018277e-07
777	OTU_12432	0.025000000	9.167076e-08
778	OTU_2150	0.025000000	8.971056e-08
779	OTU_13738	0.033333333	1.757787e-07
780	OTU_3390	0.025000000	2.663943e-07
781	OTU_2549	0.016666667	2.002618e-07
782	OTU_8761	0.016666667	1.146497e-07
783	OTU_3627	0.025000000	1.345748e-07
784	OTU_4151	0.025000000	3.884465e-07
785	OTU_12032	0.008333333	1.256070e-07
786	OTU_633	0.016666667	3.581567e-07
787	OTU_10945	0.025000000	5.263334e-07
788	OTU_9917	0.033333333	1.381781e-07
789	OTU_13708	0.025000000	3.210284e-07
790	OTU_238	0.025000000	1.193293e-07
791	OTU_114	0.025000000	1.721887e-07
792	OTU_166	0.025000000	1.667300e-07
793	OTU_154	0.025000000	1.175262e-07
794	OTU_93	0.025000000	1.384463e-07
795	OTU_109	0.016666667	9.645000e-08
796	OTU_124	0.016666667	1.301734e-07
797	OTU_269	0.025000000	1.686751e-07
798	OTU_651	0.025000000	1.048523e-07
799	OTU_203	0.025000000	8.946528e-08
800	OTU_493	0.025000000	9.994562e-08
801	OTU_219	0.016666667	6.883817e-07
802	OTU_955	0.025000000	1.624040e-07
803	OTU_691	0.025000000	1.077697e-07
804	OTU_7819	0.025000000	8.072543e-08
805	OTU_289	0.025000000	9.187287e-08
806	OTU_198	0.016666667	1.404386e-07
807	OTU_310	0.025000000	1.133968e-07
808	OTU_233	0.025000000	3.019052e-07
809	OTU_3555	0.025000000	1.056498e-07
810	OTU_12512	0.025000000	1.189264e-07
811	OTU_146	0.025000000	8.105148e-08
812	OTU_303	0.008333333	1.537761e-07
813	OTU_149	0.016666667	1.209222e-06
814	OTU_825	0.025000000	9.734909e-08
815	OTU_268	0.025000000	9.312126e-08
816	OTU_343	0.025000000	1.206719e-07
817	OTU_325	0.016666667	1.456817e-07
818	OTU_5863	0.025000000	1.782723e-07
819	OTU_630	0.025000000	1.628927e-07
820	OTU_1009	0.025000000	1.030836e-07
821	OTU_11456	0.025000000	2.045518e-07
822	OTU_204	0.008333333	5.670927e-08
823	OTU_1108	0.025000000	1.642716e-07
824	OTU_344	0.025000000	1.697360e-07
825	OTU_322	0.016666667	6.091877e-08
826	OTU_477	0.008333333	1.563448e-07
827	OTU_355	0.025000000	1.134695e-07
828	OTU_10292	0.025000000	1.449891e-07
829	OTU_246	0.025000000	9.310226e-08
830	OTU_470	0.016666667	1.340795e-07
831	OTU_415	0.025000000	8.134031e-08
832	OTU_501	0.025000000	1.088901e-07
833	OTU_288	0.016666667	8.190923e-08
834	OTU_969	0.025000000	9.959952e-08
835	OTU_914	0.025000000	1.097576e-07
836	OTU_650	0.025000000	8.119593e-08
837	OTU_479	0.025000000	1.342629e-07
838	OTU_600	0.008333333	1.088902e-07
839	OTU_391	0.016666667	1.546323e-07
840	OTU_2044	0.025000000	1.743501e-07
841	OTU_416	0.025000000	1.441119e-07
842	OTU_1364	0.025000000	1.154064e-07
843	OTU_1529	0.025000000	2.086738e-07
844	OTU_735	0.016666667	1.067323e-07
845	OTU_9157	0.016666667	1.864396e-07
846	OTU_1453	0.016666667	6.228325e-08
847	OTU_7772	0.025000000	8.197337e-08
848	OTU_791	0.025000000	1.285049e-07
849	OTU_1035	0.016666667	2.665950e-07
850	OTU_1047	0.016666667	9.379649e-08
851	OTU_625	0.025000000	2.069306e-07
852	OTU_556	0.008333333	5.065487e-08
853	OTU_568	0.016666667	3.443897e-08
854	OTU_12316	0.025000000	1.464165e-07
855	OTU_270	0.025000000	1.013124e-07
856	OTU_5586	0.025000000	1.349460e-07
857	OTU_688	0.016666667	1.720749e-07
858	OTU_1465	0.016666667	1.871805e-07
859	OTU_634	0.016666667	1.592979e-07
860	OTU_963	0.025000000	1.088125e-07
861	OTU_1053	0.025000000	2.087086e-07
862	OTU_7668	0.016666667	2.353000e-07
863	OTU_5571	0.025000000	1.191552e-07
864	OTU_5160	0.008333333	1.537761e-07
865	OTU_12643	0.016666667	1.340061e-07
866	OTU_1872	0.008333333	1.111823e-07
867	OTU_3787	0.016666667	7.387396e-08
868	OTU_1200	0.025000000	1.266338e-07
869	OTU_13587	0.016666667	1.599220e-07
870	OTU_2478	0.025000000	1.775802e-07
871	OTU_3403	0.025000000	1.130604e-07
872	OTU_2714	0.025000000	1.295710e-07
873	OTU_8327	0.008333333	9.420525e-08
874	OTU_611	0.025000000	9.875635e-08
875	OTU_1744	0.025000000	1.834750e-07
876	OTU_3496	0.016666667	8.013611e-08
877	OTU_9119	0.008333333	1.137636e-07
878	OTU_6762	0.025000000	7.132739e-08
879	OTU_1318	0.016666667	4.580400e-07
880	OTU_1486	0.008333333	2.004442e-07
881	OTU_444	0.025000000	1.329349e-07
882	OTU_11082	0.008333333	9.420525e-08
883	OTU_1114	0.025000000	1.866923e-07
884	OTU_9236	0.025000000	1.434978e-07
885	OTU_1547	0.025000000	2.575473e-07
886	OTU_2530	0.025000000	1.492195e-07
887	OTU_1625	0.008333333	1.088902e-07
888	OTU_13427	0.008333333	2.004442e-07
889	OTU_11529	0.025000000	1.415643e-07
890	OTU_327	0.025000000	1.391807e-07
891	OTU_3234	0.008333333	1.377180e-08
892	OTU_12993	0.016666667	3.888380e-08
893	OTU_2376	0.008333333	5.065487e-08
894	OTU_1998	0.016666667	8.393973e-08
895	OTU_1974	0.025000000	1.253853e-07
896	OTU_2206	0.025000000	1.348736e-07
897	OTU_280	0.025000000	1.377171e-07
898	OTU_2805	0.016666667	8.442472e-08
899	OTU_417	0.025000000	1.759694e-07
900	OTU_13347	0.025000000	7.002385e-08
901	OTU_10353	0.008333333	6.605072e-08
902	OTU_3371	0.016666667	3.148539e-07
903	OTU_2948	0.008333333	6.809744e-08
904	OTU_483	0.025000000	1.780548e-07
905	OTU_3302	0.008333333	1.088902e-07
906	OTU_10041	0.025000000	1.702400e-07
907	OTU_2953	0.008333333	4.492541e-08
908	OTU_3480	0.025000000	1.238730e-07
909	OTU_10225	0.008333333	6.809744e-08
910	OTU_3840	0.016666667	1.193444e-07
911	OTU_11405	0.025000000	1.519637e-07
912	OTU_3197	0.025000000	1.300126e-07
913	OTU_5029	0.025000000	2.184445e-07
914	OTU_10234	0.025000000	2.131449e-07
915	OTU_3798	0.025000000	1.383669e-07
916	OTU_1873	0.016666667	1.142214e-07
917	OTU_6035	0.025000000	1.948324e-07
918	OTU_7186	0.025000000	2.568774e-07
919	OTU_13058	0.016666667	1.590773e-07
920	OTU_5415	0.016666667	2.904417e-07
921	OTU_8641	0.016666667	1.751497e-07
922	OTU_7891	0.025000000	1.452569e-07
923	OTU_10515	0.025000000	5.690186e-08
924	OTU_4242	0.008333333	1.317711e-07
925	OTU_9700	0.008333333	2.494861e-07
926	OTU_89	0.016666667	6.607634e-08
927	OTU_75	0.016666667	1.420833e-07
928	OTU_148	0.016666667	6.676336e-08
929	OTU_279	0.016666667	1.051389e-07
930	OTU_125	0.016666667	5.512484e-08
931	OTU_177	0.016666667	7.488626e-08
932	OTU_250	0.016666667	6.934291e-08
933	OTU_123	0.016666667	7.537813e-08
934	OTU_174	0.016666667	8.609437e-08
935	OTU_168	0.008333333	1.025174e-07
936	OTU_272	0.016666667	4.931048e-08
937	OTU_235	0.016666667	1.488939e-07
938	OTU_193	0.016666667	8.215607e-08
939	OTU_208	0.016666667	9.278422e-08
940	OTU_190	0.008333333	1.348774e-07
941	OTU_175	0.016666667	9.442341e-08
942	OTU_181	0.016666667	1.226324e-07
943	OTU_359	0.016666667	4.538832e-08
944	OTU_3432	0.016666667	8.506447e-08
945	OTU_179	0.016666667	8.537567e-08
946	OTU_541	0.016666667	7.990505e-08
947	OTU_711	0.016666667	7.750435e-08
948	OTU_9094	0.016666667	6.696371e-08
949	OTU_263	0.016666667	7.990817e-08
950	OTU_3193	0.016666667	7.363646e-08
951	OTU_232	0.016666667	8.486982e-08
952	OTU_402	0.016666667	1.712815e-07
953	OTU_465	0.016666667	4.366467e-08
954	OTU_336	0.016666667	1.215023e-07
955	OTU_8746	0.016666667	7.406487e-08
956	OTU_102	0.016666667	1.147241e-07
957	OTU_189	0.016666667	1.304480e-07
958	OTU_478	0.016666667	8.575155e-08
959	OTU_401	0.016666667	9.868259e-08
960	OTU_1214	0.016666667	1.001503e-07
961	OTU_573	0.016666667	8.689634e-08
962	OTU_8223	0.016666667	1.787485e-07
963	OTU_957	0.016666667	8.092082e-08
964	OTU_252	0.016666667	6.941034e-08
965	OTU_12728	0.008333333	1.025174e-07
966	OTU_2011	0.016666667	9.997066e-08
967	OTU_679	0.016666667	1.380482e-07
968	OTU_8479	0.016666667	7.282681e-08
969	OTU_2340	0.016666667	1.097633e-07
970	OTU_262	0.008333333	1.025174e-07
971	OTU_666	0.016666667	1.122991e-07
972	OTU_395	0.016666667	5.448508e-08
973	OTU_460	0.016666667	7.302587e-08
974	OTU_9008	0.016666667	4.637970e-08
975	OTU_356	0.016666667	1.828962e-07
976	OTU_1991	0.016666667	7.201174e-08
977	OTU_896	0.016666667	1.211285e-07
978	OTU_7157	0.016666667	7.516192e-08
979	OTU_2460	0.016666667	3.210265e-08
980	OTU_337	0.016666667	9.886354e-08
981	OTU_435	0.016666667	5.854965e-08
982	OTU_317	0.016666667	8.841025e-08
983	OTU_525	0.016666667	1.288026e-07
984	OTU_448	0.016666667	1.232236e-07
985	OTU_830	0.016666667	1.048555e-07
986	OTU_1273	0.016666667	1.019835e-07
987	OTU_4532	0.016666667	2.190130e-07
988	OTU_349	0.016666667	8.616061e-08
989	OTU_274	0.016666667	7.767860e-08
990	OTU_681	0.016666667	1.721990e-07
991	OTU_8012	0.016666667	4.831120e-08
992	OTU_3138	0.016666667	8.921699e-08
993	OTU_8037	0.016666667	9.479448e-08
994	OTU_4091	0.016666667	6.415496e-08
995	OTU_8483	0.016666667	1.092381e-07
996	OTU_1208	0.016666667	1.773752e-07
997	OTU_6197	0.016666667	1.237749e-07
998	OTU_497	0.008333333	7.412151e-08
999	OTU_13045	0.008333333	1.336295e-07
1000	OTU_3250	0.016666667	1.251404e-07
1001	OTU_907	0.016666667	5.203589e-08
1002	OTU_354	0.008333333	1.025174e-07
1003	OTU_2925	0.008333333	1.397894e-07
1004	OTU_2410	0.016666667	9.281029e-08
1005	OTU_445	0.016666667	6.073849e-08
1006	OTU_869	0.008333333	1.984481e-07
1007	OTU_559	0.008333333	8.957491e-08
1008	OTU_410	0.016666667	1.526749e-07
1009	OTU_2571	0.008333333	4.573854e-07
1010	OTU_726	0.008333333	3.457004e-08
1011	OTU_1868	0.016666667	5.873057e-08
1012	OTU_12688	0.016666667	7.429464e-08
1013	OTU_521	0.016666667	7.153895e-08
1014	OTU_2445	0.016666667	3.893706e-08
1015	OTU_1291	0.016666667	8.751833e-08
1016	OTU_8908	0.016666667	1.851187e-07
1017	OTU_770	0.016666667	1.213189e-07
1018	OTU_974	0.016666667	1.197494e-07
1019	OTU_2429	0.016666667	5.034294e-08
1020	OTU_2569	0.016666667	5.726138e-08
1021	OTU_507	0.016666667	5.672586e-08
1022	OTU_351	0.016666667	1.087842e-07
1023	OTU_429	0.016666667	1.428217e-07
1024	OTU_432	0.016666667	6.607634e-08
1025	OTU_499	0.016666667	3.143188e-08
1026	OTU_1026	0.016666667	4.484380e-08
1027	OTU_5448	0.016666667	6.006819e-07
1028	OTU_787	0.008333333	8.643909e-08
1029	OTU_751	0.008333333	1.391150e-07
1030	OTU_1668	0.016666667	1.464905e-07
1031	OTU_868	0.016666667	8.301736e-08
1032	OTU_1000	0.016666667	1.039930e-07
1033	OTU_1858	0.016666667	4.005463e-08
1034	OTU_485	0.008333333	1.633587e-07
1035	OTU_1174	0.016666667	8.320757e-08
1036	OTU_1142	0.016666667	8.377342e-08
1037	OTU_147	0.016666667	1.152875e-07
1038	OTU_2030	0.016666667	4.523081e-08
1039	OTU_1434	0.016666667	1.107778e-07
1040	OTU_916	0.008333333	1.025174e-07
1041	OTU_1686	0.008333333	5.901334e-08
1042	OTU_766	0.016666667	4.106328e-08
1043	OTU_827	0.016666667	5.308693e-08
1044	OTU_1608	0.016666667	7.363450e-08
1045	OTU_1218	0.016666667	8.330834e-08
1046	OTU_520	0.016666667	7.611955e-08
1047	OTU_2292	0.016666667	8.967702e-08
1048	OTU_1644	0.016666667	5.753999e-08
1049	OTU_360	0.016666667	6.513742e-08
1050	OTU_894	0.016666667	7.473260e-08
1051	OTU_842	0.016666667	6.053158e-08
1052	OTU_2474	0.016666667	1.323560e-07
1053	OTU_1726	0.008333333	2.963527e-08
1054	OTU_12836	0.016666667	6.265682e-08
1055	OTU_834	0.016666667	1.842311e-07
1056	OTU_7669	0.016666667	1.380482e-07
1057	OTU_1294	0.016666667	5.408404e-08
1058	OTU_929	0.016666667	5.374759e-08
1059	OTU_10883	0.016666667	5.493961e-08
1060	OTU_2827	0.016666667	5.988374e-08
1061	OTU_2104	0.016666667	1.813654e-07
1062	OTU_860	0.008333333	2.293473e-07
1063	OTU_2524	0.016666667	1.065420e-07
1064	OTU_1310	0.008333333	1.430235e-07
1065	OTU_972	0.016666667	9.243600e-08
1066	OTU_1772	0.016666667	7.018561e-08
1067	OTU_11900	0.008333333	1.993310e-07
1068	OTU_3776	0.008333333	1.369814e-07
1069	OTU_1085	0.016666667	5.207873e-08
1070	OTU_1081	0.016666667	1.188859e-07
1071	OTU_1162	0.008333333	9.058660e-08
1072	OTU_2901	0.016666667	1.089175e-07
1073	OTU_4291	0.016666667	1.059952e-07
1074	OTU_1267	0.016666667	5.273882e-08
1075	OTU_2406	0.016666667	8.151797e-08
1076	OTU_817	0.016666667	9.087764e-08
1077	OTU_1723	0.016666667	6.508316e-08
1078	OTU_9149	0.008333333	9.181199e-09
1079	OTU_3520	0.016666667	1.533280e-07
1080	OTU_4253	0.016666667	1.025102e-07
1081	OTU_6952	0.016666667	1.351706e-07
1082	OTU_1978	0.016666667	7.282681e-08
1083	OTU_1078	0.016666667	7.868076e-08
1084	OTU_8625	0.016666667	6.622144e-08
1085	OTU_5575	0.016666667	8.650206e-08
1086	OTU_11632	0.016666667	1.137984e-07
1087	OTU_1420	0.008333333	8.160214e-08
1088	OTU_4960	0.016666667	8.632936e-08
1089	OTU_1487	0.016666667	5.798233e-08
1090	OTU_2673	0.016666667	8.841025e-08
1091	OTU_1834	0.016666667	1.539687e-07
1092	OTU_1791	0.016666667	6.617776e-08
1093	OTU_1394	0.016666667	6.253405e-08
1094	OTU_3344	0.008333333	1.768647e-07
1095	OTU_4402	0.008333333	3.376991e-08
1096	OTU_1097	0.016666667	1.387364e-07
1097	OTU_3154	0.016666667	4.055572e-08
1098	OTU_2970	0.008333333	1.430235e-07
1099	OTU_4294	0.016666667	6.465530e-08
1100	OTU_11399	0.016666667	1.050053e-07
1101	OTU_12667	0.016666667	4.479639e-08
1102	OTU_4859	0.008333333	1.753851e-07
1103	OTU_13067	0.008333333	2.227330e-07
1104	OTU_7636	0.016666667	1.367367e-07
1105	OTU_10979	0.016666667	9.202148e-08
1106	OTU_1605	0.008333333	1.025174e-07
1107	OTU_734	0.016666667	8.261150e-08
1108	OTU_2022	0.008333333	2.293473e-07
1109	OTU_6097	0.016666667	6.656743e-08
1110	OTU_1667	0.016666667	1.283763e-07
1111	OTU_4318	0.016666667	1.199944e-07
1112	OTU_3556	0.016666667	9.655201e-08
1113	OTU_3972	0.008333333	6.324463e-08
1114	OTU_2041	0.016666667	1.924204e-07
1115	OTU_3855	0.016666667	6.300024e-08
1116	OTU_10894	0.016666667	3.751678e-08
1117	OTU_3278	0.008333333	4.403381e-08
1118	OTU_4959	0.008333333	4.539829e-08
1119	OTU_7850	0.008333333	5.047400e-08
1120	OTU_4860	0.016666667	1.146764e-07
1121	OTU_2822	0.008333333	1.058988e-07
1122	OTU_8351	0.016666667	8.848094e-08
1123	OTU_1173	0.016666667	1.322749e-07
1124	OTU_4667	0.008333333	4.573854e-07
1125	OTU_3663	0.008333333	7.978566e-08
1126	OTU_12131	0.016666667	1.318192e-07
1127	OTU_3291	0.016666667	9.494363e-08
1128	OTU_5412	0.016666667	1.430770e-07
1129	OTU_2644	0.016666667	1.513390e-07
1130	OTU_5185	0.016666667	1.108280e-07
1131	OTU_8203	0.008333333	2.452964e-07
1132	OTU_9968	0.016666667	7.665826e-08
1133	OTU_3980	0.016666667	1.067076e-07
1134	OTU_5452	0.016666667	1.552902e-07
1135	OTU_4463	0.008333333	1.176376e-07
1136	OTU_7197	0.016666667	1.210901e-07
1137	OTU_5189	0.016666667	1.264389e-07
1138	OTU_6703	0.016666667	5.640582e-08
1139	OTU_6131	0.008333333	4.539829e-08
1140	OTU_10106	0.008333333	5.769408e-08
1141	OTU_5285	0.008333333	1.056926e-07
1142	OTU_10887	0.008333333	1.266570e-07
1143	OTU_13796	0.008333333	1.058988e-07
1144	OTU_11586	0.008333333	1.254349e-07
1145	OTU_11795	0.008333333	7.452220e-08
1146	OTU_11400	0.008333333	1.040184e-07
1147	OTU_51	0.008333333	7.626299e-08
1148	OTU_127	0.008333333	2.269915e-08
1149	OTU_138	0.008333333	4.080107e-08
1150	OTU_220	0.008333333	7.359261e-08
1151	OTU_113	0.008333333	4.590599e-09
1152	OTU_6046	0.008333333	8.786265e-08
1153	OTU_184	0.008333333	3.596512e-08
1154	OTU_210	0.008333333	2.764380e-08
1155	OTU_293	0.008333333	2.755878e-08
1156	OTU_419	0.008333333	2.706375e-08
1157	OTU_1556	0.008333333	6.743870e-08
1158	OTU_117	0.008333333	4.321954e-08
1159	OTU_188	0.008333333	1.113665e-07
1160	OTU_1107	0.008333333	3.989283e-08
1161	OTU_294	0.008333333	2.884704e-08
1162	OTU_2747	0.008333333	2.764380e-08
1163	OTU_8416	0.008333333	5.881882e-08
1164	OTU_3491	0.008333333	3.706076e-08
1165	OTU_245	0.008333333	9.922407e-08
1166	OTU_276	0.008333333	4.316470e-08
1167	OTU_116	0.008333333	2.755878e-08
1168	OTU_530	0.008333333	4.529330e-08
1169	OTU_259	0.008333333	7.359261e-08
1170	OTU_191	0.008333333	5.273427e-08
1171	OTU_519	0.008333333	3.380978e-08
1172	OTU_312	0.008333333	3.529458e-08
1173	OTU_277	0.008333333	3.792119e-08
1174	OTU_612	0.008333333	2.755878e-08
1175	OTU_13154	0.008333333	2.684129e-08
1176	OTU_266	0.008333333	4.651232e-08
1177	OTU_1320	0.008333333	6.835588e-08
1178	OTU_267	0.008333333	2.764380e-08
1179	OTU_698	0.008333333	8.769253e-08
1180	OTU_281	0.008333333	2.884704e-08
1181	OTU_4356	0.008333333	2.970261e-08
1182	OTU_454	0.008333333	5.125871e-08
1183	OTU_261	0.008333333	5.125871e-08
1184	OTU_1189	0.008333333	1.191634e-07
1185	OTU_407	0.008333333	2.764380e-08
1186	OTU_11140	0.008333333	8.167933e-08
1187	OTU_10805	0.008333333	5.125871e-08
1188	OTU_358	0.008333333	4.627008e-08
1189	OTU_8191	0.008333333	3.792119e-08
1190	OTU_516	0.008333333	6.522545e-08
1191	OTU_1797	0.008333333	5.381587e-08
1192	OTU_12740	0.008333333	4.627008e-08
1193	OTU_2690	0.008333333	6.989468e-08
1194	OTU_229	0.008333333	4.590599e-09
1195	OTU_1061	0.008333333	5.125871e-08
1196	OTU_382	0.008333333	5.125871e-08
1197	OTU_324	0.008333333	8.769253e-08
1198	OTU_224	0.008333333	7.359261e-08
1199	OTU_12249	0.008333333	2.523700e-08
1200	OTU_366	0.008333333	4.590599e-09
1201	OTU_430	0.008333333	4.478746e-08
1202	OTU_1018	0.008333333	3.363809e-08
1203	OTU_833	0.008333333	1.481763e-08
1204	OTU_484	0.008333333	5.125871e-08
1205	OTU_1480	0.008333333	5.211493e-08
1206	OTU_1177	0.008333333	1.038901e-07
1207	OTU_1012	0.008333333	2.624564e-08
1208	OTU_3130	0.008333333	1.481763e-08
1209	OTU_903	0.008333333	5.125871e-08
1210	OTU_1143	0.008333333	4.042678e-08
1211	OTU_13235	0.008333333	3.792119e-08
1212	OTU_1684	0.008333333	1.481763e-08
1213	OTU_1124	0.008333333	3.989283e-08
1214	OTU_2365	0.008333333	3.989283e-08
1215	OTU_6780	0.008333333	3.156207e-08
1216	OTU_1629	0.008333333	2.755878e-08
1217	OTU_199	0.008333333	5.294939e-08
1218	OTU_453	0.008333333	5.388024e-08
1219	OTU_1202	0.008333333	3.792119e-08
1220	OTU_339	0.008333333	1.042435e-07
1221	OTU_941	0.008333333	2.755878e-08
1222	OTU_798	0.008333333	4.080107e-08
1223	OTU_427	0.008333333	3.596512e-08
1224	OTU_1207	0.008333333	2.755878e-08
1225	OTU_809	0.008333333	6.271747e-08
